Date,  Open  , High   ,  Low   , Close  , Adj Close  
2017-12-18,18653.72,18707.85,18625.71,18692.36,18692.36
2017-12-15,18573.54,18621.26,18518.08,18578.43,18578.43
2017-12-14,18522.25,18620.86,18491.25,18555.31,18555.31
2017-12-13,18453.09,18601.32,18437.77,18578.12,18578.12
2017-12-12,18430.06,18512.57,18364.62,18512.57,18512.57
2017-12-11,18463.92,18476.64,18404.22,18420.32,18420.32
2017-12-08,18398.04,18451.6,18360.52,18429.02,18429.02
2017-12-07,18440.81,18475.52,18314.77,18332.93,18332.93
2017-12-06,18248.83,18432.21,18221.81,18410.89,18410.89
2017-12-05,18422.9,18490.57,18357.01,18369.23,18369.23
2017-12-04,18450.75,18557.27,18418.78,18447.76,18447.76
2017-12-01,18420.61,18520.77,18336.01,18340.82,18340.82
2017-11-30,18399.15,18529.58,18367.24,18428.25,18428.25
2017-11-29,18485.16,18516.76,18395.85,18399.88,18399.88
2017-11-28,18350.68,18446.02,18346.37,18431.56,18431.56
2017-11-27,18401.67,18472.29,18320.71,18320.71,18320.71
2017-11-24,18438.63,18490.82,18390.29,18441.76,18441.76
2017-11-23,18320.67,18448.28,18292.01,18421.9,18421.9
2017-11-22,18437.07,18512.49,18375.01,18375.01,18375.01
2017-11-21,18353.22,18491.44,18314.12,18439.64,18439.64
2017-11-20,18299.34,18425.31,18257.55,18390.37,18390.37
2017-11-17,18070.32,18160.97,18034.82,18160.97,18160.97
2017-11-16,17980.43,18124.8,17976.89,18088.22,18088.22
2017-11-15,17987.01,18010.17,17888.45,17974.97,17974.97
2017-11-14,18114.97,18182.41,17998.28,18055.91,18055.91
2017-11-13,18143.35,18178.67,18007.36,18119.7,18119.7
2017-11-10,18146.93,18174.38,18042.31,18063.19,18063.19
2017-11-09,18314.52,18358.35,18105.68,18149.53,18149.53
2017-11-08,18259.83,18323.56,18196.47,18323.56,18323.56
2017-11-07,18388.14,18395.87,18218.21,18233.26,18233.26
2017-11-06,18401.97,18445.99,18368.94,18368.94,18368.94
2017-11-03,18345.39,18434.75,18327.79,18434.74,18434.74
2017-11-02,18322.71,18363.33,18245.26,18350.89,18350.89
2017-11-01,18329.63,18389.63,18304.77,18327.5,18327.5
2017-10-31,18150.02,18298.8,18124.4,18276.79,18276.79
2017-10-30,18088.84,18201.17,18055.61,18144.94,18144.94
2017-10-27,18193.61,18300.87,18130.58,18160.59,18160.59
2017-10-26,17940.01,18193.54,17940.01,18193.54,18193.54
2017-10-25,18177.02,18198.49,17921.74,17964.07,17964.07
2017-10-24,18278.55,18281.8,18165.14,18183.18,18183.18
2017-10-23,18270.96,18345.65,18251.65,18289.27,18289.27
2017-10-20,18336.57,18349.76,18220.6,18266.8,18266.8
2017-10-19,18362.08,18391.71,18237.97,18259.67,18259.67
2017-10-18,18309.36,18426.82,18305.16,18410.14,18410.14
2017-10-17,18373.46,18406.34,18291.9,18331.54,18331.54
2017-10-16,18390.6,18411.01,18334.06,18340.9,18340.9
2017-10-13,18399.62,18416.77,18351.65,18414.26,18414.26
2017-10-12,18356.44,18394.9,18306.14,18385.88,18385.88
2017-10-11,18342.12,18367.02,18308.7,18322.6,18322.6
2017-10-10,18310.43,18356.33,18287.93,18326.21,18326.21
2017-10-09,18295.85,18336.3,18275.1,18310.73,18310.73
2017-10-06,18338.41,18369.64,18271.24,18296.46,18296.46
2017-10-05,18333.4,18347.28,18289.69,18317.3,18317.3
2017-10-04,18342.41,18361.06,18295.2,18359.44,18359.44
2017-10-03,18304.74,18359.68,18281.43,18358.98,18358.98
2017-10-02,18147.95,18276.74,18143.24,18276.74,18276.74
2017-09-29,18009.81,18109.26,17990.37,18109.26,18109.26
2017-09-28,17974.51,18042.05,17947.95,18019.68,18019.68
2017-09-27,18032.91,18084.18,17989.54,17992.83,17992.83
2017-09-26,18040.14,18106.4,17989.38,18022.62,18022.62
2017-09-25,18043.39,18128.82,18023.37,18075.67,18075.67
2017-09-22,18079.86,18107.18,18046.66,18068.24,18068.24
2017-09-21,18018.48,18082.87,18015.93,18063.13,18063.13
2017-09-20,17941.19,18029.08,17941.19,17987.02,17987.02
2017-09-19,17866.12,17972.21,17844.03,17964.99,17964.99
2017-09-18,17904.72,17921.79,17854.65,17875.9,17875.9
2017-09-15,17878.62,17894.64,17784.57,17836.27,17836.27
2017-09-14,17857.96,17921.98,17846.86,17921.98,17921.98
2017-09-13,17868.2,17930.33,17827.39,17887.21,17887.21
2017-09-12,17822.96,17887.45,17795.54,17886.8,17886.8
2017-09-11,17633.73,17750,17633.64,17745.74,17745.74
2017-09-08,17556.92,17629.09,17539.24,17607.1,17607.1
2017-09-07,17535.19,17625.32,17453.62,17596.45,17596.45
2017-09-06,17404.79,17532.42,17379.96,17503.21,17503.21
2017-09-05,17506.53,17641.72,17501.15,17523.16,17523.16
2017-09-04,17533.61,17585.38,17497.85,17513.08,17513.08
2017-09-01,17671.51,17680.64,17617.35,17665.51,17665.51
2017-08-31,17565.37,17663.43,17519.02,17633.57,17633.57
2017-08-30,17529.85,17537.29,17439.92,17486.99,17486.99
2017-08-29,17391.34,17450.39,17291.31,17414.46,17414.46
2017-08-28,17534.86,17572.06,17497.66,17512.62,17512.62
2017-08-25,17652.87,17705.73,17592.94,17595.51,17595.51
2017-08-24,17719.15,17742.85,17649.17,17668.33,17668.33
2017-08-23,17691.71,17710.23,17616.67,17698.85,17698.85
2017-08-22,17671.06,17727.33,17620.55,17709.4,17709.4
2017-08-21,17516.51,17651.91,17497.57,17551.24,17551.24
2017-08-18,17537.09,17554.2,17484.88,17532.61,17532.61
2017-08-17,17699.25,17787.16,17667.81,17672.99,17672.99
2017-08-16,17856.83,17919.75,17851.54,17855.78,17855.78
2017-08-15,17882.6,17913.58,17764.15,17805.6,17805.6
2017-08-14,17664.96,17859.52,17651.02,17842.63,17842.63
2017-08-11,17593.92,17623.84,17510.9,17551.76,17551.76
2017-08-10,17846.73,17869.88,17677.8,17681.79,17681.79
2017-08-09,17947.95,17957.88,17792.44,17834.49,17834.49
2017-08-08,18071.57,18155.29,18057.91,18101.56,18101.56
2017-08-07,18152.16,18172.93,18059.25,18087.34,18087.34
2017-08-04,18023.43,18150.39,17999.87,18130.52,18130.52
2017-08-03,18015.49,18095.43,17962.98,18050.75,18050.75
2017-08-02,17954.99,18062.63,17925.66,18023.23,18023.23
2017-07-31,17833.83,17982,17826.54,17889.51,17889.51
2017-07-28,17762.75,17864.52,17692.5,17819,17819
2017-07-27,17747.35,17903.01,17719.23,17815.99,17815.99
2017-07-26,17713.28,17826.59,17704.94,17761.78,17761.78
2017-07-25,17623.98,17755.47,17607.4,17658.16,17658.16
2017-07-24,17682.01,17683.21,17557.75,17579.79,17579.79
2017-07-21,17843.01,17879.4,17653.43,17659.71,17659.71
2017-07-20,17901.5,17933.84,17765.29,17834.93,17834.93
2017-07-19,17815.85,17869.92,17759.35,17826.28,17826.28
2017-07-18,17866.14,17948.24,17712.96,17734.75,17734.75
2017-07-17,17860.08,17882.24,17775.26,17854.6,17854.6
2017-07-14,17818.46,17870.28,17776.08,17846.54,17846.54
2017-07-13,17832.49,17877.97,17773.03,17785.31,17785.31
2017-07-12,17552.23,17825.75,17550.48,17809.07,17809.07
2017-07-11,17667.59,17683.73,17529.5,17529.5,17529.5
2017-07-10,17637.52,17695.29,17593.42,17667.31,17667.31
2017-07-07,17527.78,17563.84,17482.81,17547.67,17547.67
2017-07-06,17670.37,17677.78,17452.56,17554.93,17554.93
2017-07-05,17632.19,17697.98,17598.2,17687.57,17687.57
2017-07-04,17738.42,17799.14,17712.49,17721.75,17721.75
2017-07-03,17669.4,17832.42,17666.8,17797.63,17797.63
2017-06-30,17640.57,17775.25,17585.79,17594.31,17594.31
2017-06-29,17978.28,17999.05,17666.36,17667.72,17667.72
2017-06-28,17915.78,17946.87,17857.91,17929.81,17929.81
2017-06-27,17976.72,18000.34,17865.46,17922.29,17922.29
2017-06-26,18026.17,18071.81,17975.6,18017.7,18017.7
2017-06-23,17860.25,17872.34,17758.18,17843.21,17843.21
2017-06-22,17829.43,17879.53,17744.42,17879.53,17879.53
2017-06-21,17765.22,17771.47,17644.74,17749.83,17749.83
2017-06-20,17892.75,17909.84,17814.33,17824.76,17824.76
2017-06-19,17806.58,17849.71,17723.47,17838.1,17838.1
2017-06-16,17586.91,17705.73,17586.19,17705.73,17705.73
2017-06-15,17490.87,17495.41,17340.61,17487.9,17487.9
2017-06-14,17535.4,17615.28,17480.75,17480.75,17480.75
2017-06-13,17452.99,17539.72,17431.51,17515.65,17515.65
2017-06-12,17408.71,17449.08,17365.81,17398.69,17398.69
2017-06-09,17436.16,17533.07,17396.83,17473.75,17473.75
2017-06-08,17550.42,17562.67,17405.52,17406.13,17406.13
2017-06-07,17585.57,17666.25,17534.75,17534.75,17534.75
2017-06-06,17692.6,17750.15,17586.45,17597.05,17597.05
2017-06-02,17918.75,17953.88,17801.3,17865.08,17865.08
2017-06-01,17795.86,17925.66,17795.86,17827.47,17827.47
2017-05-31,17799.15,17929.31,17791.83,17811.11,17811.11
2017-05-30,17777.49,17830.39,17725.16,17793.14,17793.14
2017-05-29,17813.33,17872.31,17781.78,17841.39,17841.39
2017-05-26,17813.27,17894.89,17801.82,17861.27,17861.27
2017-05-24,17857.6,17911.38,17829.73,17844.06,17844.06
2017-05-23,17903.23,17937.89,17850.21,17896.72,17896.72
2017-05-22,17860.85,17961.75,17812.99,17942.2,17942.2
2017-05-19,17704.88,17825.72,17703.65,17819.21,17819.21
2017-05-18,17686.13,17712.3,17572.12,17653.03,17653.03
2017-05-17,17906.36,17989.31,17732.71,17777.92,17777.92
2017-05-16,17943.54,18045.23,17935.89,18026.78,18026.78
2017-05-15,18016.2,18040.1,17930.8,17988.54,17988.54
2017-05-12,17895.61,18018.48,17889.49,18018.48,18018.48
2017-05-11,17954.31,18007.44,17895.54,17902.9,17902.9
2017-05-10,17897.94,17953.87,17856.41,17952.1,17952.1
2017-05-09,17849.5,18013.92,17849.5,17999.57,17999.57
2017-05-08,17756.53,17838.5,17729.6,17830.21,17830.21
2017-05-05,17586.42,17734.21,17575.09,17733.62,17733.62
2017-05-04,17529.54,17661.55,17527.21,17661.55,17661.55
2017-05-03,17431.7,17503.09,17413.29,17488.22,17488.22
2017-05-02,17374.92,17442.33,17368.05,17442.33,17442.33
2017-04-28,17378.24,17380.6,17293.96,17332.41,17332.41
2017-04-27,17282.7,17409.46,17282.7,17391.41,17391.41
2017-04-26,17244.87,17371.07,17236.82,17357.2,17357.2
2017-04-25,17136.93,17272.84,17133.28,17249,17249
2017-04-24,16995.42,17101.54,16982.66,17097.94,17097.94
2017-04-21,16800.05,16827.41,16757.5,16789.13,16789.13
2017-04-20,16719.63,16829.58,16714.35,16796.76,16796.76
2017-04-19,16726.87,16748.77,16666.71,16746.51,16746.51
2017-04-18,16925.89,16940.94,16707.77,16717.76,16717.76
2017-04-13,16929.63,16942.74,16882.66,16908.92,16908.92
2017-04-12,16959.75,17031.54,16931.04,16977.01,16977.01
2017-04-11,16814.47,16947.75,16810.51,16933.48,16933.48
2017-04-10,16906.88,16912.92,16815.84,16884.74,16884.74
2017-04-07,16752.47,16827.59,16718.81,16816.76,16816.76
2017-04-06,16734.92,16831.38,16690.39,16805.89,16805.89
2017-04-05,16801.87,16867.74,16780.7,16810.06,16810.06
2017-04-04,16784.35,16834.71,16741.9,16813.7,16813.7
2017-04-03,16857.47,16912.99,16786.45,16788.18,16788.18
2017-03-31,16814.18,16865.91,16804.69,16836.84,16836.84
2017-03-30,16829.59,16895.7,16801.31,16884.31,16884.31
2017-03-29,16751.28,16823.58,16684.81,16801.17,16801.17
2017-03-28,16701.58,16738.54,16620.1,16676.04,16676.04
2017-03-27,16577.74,16671.24,16525.21,16671.24,16671.24
2017-03-24,16710.02,16745.33,16662.55,16701.17,16701.17
2017-03-23,16623.79,16730.25,16589.83,16730.25,16730.25
2017-03-22,16590.23,16628.57,16518.94,16606.32,16606.32
2017-03-21,16857.75,16870.38,16693.82,16697.38,16697.38
2017-03-20,16822.2,16860.2,16818.37,16852.8,16852.8
2017-03-17,16806.11,16860.13,16783.22,16859.55,16859.55
2017-03-16,16799.45,16808.09,16749.92,16799.37,16799.37
2017-03-15,16725.49,16750.49,16696.27,16749.1,16749.1
2017-03-14,16736.22,16746.79,16682.35,16700.29,16700.29
2017-03-13,16724.46,16775.62,16686.47,16737.89,16737.89
2017-03-10,16670.39,16716.62,16651.09,16712.68,16712.68
2017-03-09,16593.24,16656.87,16549.66,16654.33,16654.33
2017-03-08,16611.12,16662.1,16569.51,16629.17,16629.17
2017-03-07,16685.11,16704.63,16612.08,16624.01,16624.01
2017-03-06,16644.19,16702.98,16629.32,16702.72,16702.72
2017-03-03,16650.64,16712.86,16617.11,16712.86,16712.86
2017-03-02,16696.35,16724.24,16639,16696.61,16696.61
2017-03-01,16410.39,16533.39,16409.36,16530.3,16530.3
2017-02-28,16335.82,16360.13,16289.19,16360.13,16360.13
2017-02-27,16353.56,16366.14,16269.66,16311.78,16311.78
2017-02-24,16382.03,16392.76,16215.31,16321.47,16321.47
2017-02-23,16400.87,16439.59,16390.1,16405.2,16405.2
2017-02-22,16401.37,16461.29,16359.5,16436.79,16436.79
2017-02-21,16269.67,16435.65,16269.3,16401.03,16401.03
2017-02-20,16331.03,16341.63,16276.49,16300.22,16300.22
2017-02-17,16198.91,16284.84,16144.87,16284.84,16284.84
2017-02-16,16197.3,16237.93,16153.24,16210.25,16210.25
2017-02-15,16192.1,16251.3,16175.2,16246.14,16246.14
2017-02-14,16194.12,16198.74,16119.75,16131.05,16131.05
2017-02-13,16174.31,16253.56,16162.96,16201.37,16201.37
2017-02-10,16162.22,16188.61,16098.6,16188.61,16188.61
2017-02-09,16081.28,16155.42,16072.05,16152.86,16152.86
2017-02-08,16048.81,16083.93,15949.82,16040.26,16040.26
2017-02-07,15953.49,16086.58,15948.51,16023.82,16023.82
2017-02-06,15993.57,16046.84,15925.46,15948.76,15948.76
2017-02-03,15887.43,16021.1,15885.32,15986.87,15986.87
2017-02-02,15883.95,15920.78,15822.18,15844.93,15844.93
2017-02-01,15976.73,16050.93,15926.82,15945.39,15945.39
2017-01-31,15910.01,15987.07,15849.77,15873.64,15873.64
2017-01-30,16048.68,16049.06,15899.49,15929.43,15929.43
2017-01-27,16104.57,16123.58,15977.42,16041.88,16041.88
2017-01-26,16137.66,16224.86,16091.48,16091.48,16091.48
2017-01-25,15819.18,16057.16,15815.65,16057.16,16057.16
2017-01-24,15794.17,15840.61,15760.35,15787.44,15787.44
2017-01-23,15755.36,15781.37,15683.9,15753.65,15753.65
2017-01-20,15828.73,15869.08,15787.9,15841.93,15841.93
2017-01-19,15931.23,15940.49,15806.72,15838.01,15838.01
2017-01-18,15941.68,15953.03,15846.47,15913.33,15913.33
2017-01-17,15976.22,15985.62,15880.51,15897.39,15897.39
2017-01-16,16111.1,16151.14,16008.81,16009.38,16009.38
2017-01-13,16129.22,16182.03,16081.49,16180.9,16180.9
2017-01-12,16095.89,16101.86,15992.28,16033.16,16033.16
2017-01-11,16173.9,16222.39,16129.28,16132.96,16132.96
2017-01-10,16151.81,16175.88,16059.13,16175.17,16175.17
2017-01-09,16139.83,16147.28,16061.9,16128.57,16128.57
2017-01-06,16060.07,16114.41,16029.29,16114.41,16114.41
2017-01-05,15948.83,16066.6,15944.9,16066.6,16066.6
2017-01-04,15981.19,16001.15,15906.92,15994.48,15994.48
2017-01-03,15895.02,15958.19,15858.15,15920.52,15920.52
2016-12-30,15775.18,15807.07,15697.59,15736.15,15736.15
2016-12-29,15740.89,15836.53,15740.89,15795.99,15795.99
2016-12-28,15813.03,15843.96,15774.18,15806.48,15806.48
2016-12-27,15800.08,15850.82,15787.03,15811.91,15811.91
2016-12-23,15766.08,15814.57,15716.68,15760.59,15760.59
2016-12-22,15757.81,15806.31,15715.26,15770.82,15770.82
2016-12-21,15746.96,15817.73,15710.19,15762.14,15762.14
2016-12-20,15755.84,15851.25,15739.18,15780.43,15780.43
2016-12-19,15719.38,15779.72,15687.41,15764.14,15764.14
2016-12-16,15785.78,15785.78,15695,15751.18,15751.18
2016-12-15,15566.57,15728.37,15559.31,15725.48,15725.48
2016-12-14,15607.37,15611.78,15522.9,15584.03,15584.03
2016-12-13,15347.06,15642.18,15345.8,15626.38,15626.38
2016-12-12,15500.16,15515.83,15380.36,15391.97,15391.97
2016-12-09,15285,15552.14,15253.8,15505.96,15505.96
2016-12-08,15209.59,15231.22,15134.56,15226.56,15226.56
2016-12-07,15224.55,15265.39,15136.72,15181.71,15181.71
2016-12-06,15002.09,15147.5,14998.49,15147.5,15147.5
2016-12-05,14909.66,15116.07,14905.63,15019.79,15019.79
2016-12-02,14802.57,14917.45,14732.55,14901.74,14901.74
2016-12-01,15027.77,15031.5,14853.06,14892.36,14892.36
2016-11-30,14995.14,15124.98,14979.75,15076.3,15076.3
2016-11-29,14906.73,15034.27,14890.05,15018.52,15018.52
2016-11-28,15092.81,15092.81,14962.37,14976.82,14976.82
2016-11-25,14998.63,15118.9,14979.61,15088.43,15088.43
2016-11-24,14903.79,14950.1,14840.69,14929.46,14929.46
2016-11-23,14858.23,14903.47,14745.49,14840.91,14840.91
2016-11-22,15073.98,15087.87,14820.96,14820.96,14820.96
2016-11-21,15118.97,15120.63,15016.24,15027.8,15027.8
2016-11-18,15266.52,15278.88,15132.5,15132.5,15132.5
2016-11-17,15155.22,15248.73,15118.8,15247.6,15247.6
2016-11-16,15187.69,15201.44,15099.18,15150.63,15150.63
2016-11-15,15162.22,15183.08,15034.34,15141.41,15141.41
2016-11-14,15218.54,15269.6,15026.85,15124.88,15124.88
2016-11-11,15253.55,15270.03,15034.79,15086.05,15086.05
2016-11-10,15236.16,15323.21,15056,15178.86,15178.86
2016-11-09,14743.57,15138.63,14739.25,15119.65,15119.65
2016-11-08,14800.29,14864.79,14758.89,14825.19,14825.19
2016-11-07,14718.24,14816.84,14707.3,14808.33,14808.33
2016-11-04,14584.25,14600.64,14521.81,14536.45,14536.45
2016-11-03,14687.01,14739.16,14627.85,14627.85,14627.85
2016-11-02,14796.02,14862.95,14740.71,14741.68,14741.68
2016-11-01,15056.15,15066.46,14858.34,14858.34,14858.34
2016-10-31,15056.51,15075.29,14985.45,14985.45,14985.45
2016-10-28,15068.25,15183.62,15018.21,15140.19,15140.19
2016-10-27,15029.76,15180.37,14996.4,15170.48,15170.48
2016-10-26,15159.94,15172.78,15051.84,15109.94,15109.94
2016-10-25,15308.7,15334.97,15180.97,15180.97,15180.97
2016-10-24,15438.69,15468.3,15290.74,15299.67,15299.67
2016-10-21,15466.29,15472.62,15350.18,15381.97,15381.97
2016-10-20,15437.46,15513.89,15347.66,15447.84,15447.84
2016-10-19,15485.2,15524.14,15423.03,15494.77,15494.77
2016-10-18,15387.86,15467.73,15365.62,15458.2,15458.2
2016-10-17,15440.84,15465.63,15317.07,15317.07,15317.07
2016-10-14,15371.26,15564.52,15369.23,15487.35,15487.35
2016-10-13,15359.08,15367.09,15219.5,15315.09,15315.09
2016-10-12,15550.21,15559.85,15446.48,15446.48,15446.48
2016-10-11,15606.84,15673.85,15573.95,15573.95,15573.95
2016-10-10,15546.53,15663.8,15427.46,15644.93,15644.93
2016-10-07,15616.63,15662.11,15523.66,15553.74,15553.74
2016-10-06,15713.28,15738.46,15599.57,15641.52,15641.52
2016-10-05,15685.6,15737.95,15623.21,15688.98,15688.98
2016-10-04,15630.43,15756.94,15628.44,15756.94,15756.94
2016-10-03,15619.12,15671.07,15594.61,15633.62,15633.62
2016-09-30,15455.41,15587.69,15354.19,15581.35,15581.35
2016-09-29,15851.03,15854.76,15598.69,15629.57,15629.57
2016-09-28,15736.73,15832.03,15709.02,15736.52,15736.52
2016-09-27,15704.53,15712.3,15545.79,15651.06,15651.06
2016-09-26,15745.56,15749.01,15619.1,15631.19,15631.19
2016-09-23,15871.69,15884.61,15768.87,15837.65,15837.65
2016-09-22,15801.47,15940.16,15794.18,15904.16,15904.16
2016-09-21,15846.19,15867.74,15732.23,15748.77,15748.77
