Date,  Open  , High   ,  Low   , Close  , Adj Close  
2012-10-29,11113.89,11142.58,11100.22,11133.53,11133.53
2012-10-26,11124.96,11154.11,11074.85,11132.55,11132.55
2012-10-25,11151.06,11206.43,11138.23,11142.21,11142.21
2012-10-24,11178.98,11199.71,11128.64,11177.37,11177.37
2012-10-23,11376.06,11376.06,11156.87,11176.31,11176.31
2012-10-22,11393.48,11427.38,11363.91,11378.57,11378.57
2012-10-19,11433.16,11464.63,11392.52,11394.46,11394.46
2012-10-18,11381.13,11451.17,11370.97,11437.62,11437.62
2012-10-17,11398.54,11451.16,11391.6,11445.51,11445.51
2012-10-16,11350.95,11430.95,11339.15,11424.63,11424.63
2012-10-15,11246.36,11315.19,11244.33,11306.89,11306.89
2012-10-12,11204.55,11254.87,11185.29,11224.22,11224.22
2012-10-11,11149.55,11251.61,11146.19,11222.23,11222.23
2012-10-10,11211.27,11216.39,11172.6,11180.1,11180.1
2012-10-09,11273.37,11280.47,11213.94,11213.94,11213.94
2012-10-08,11199.96,11242.21,11185.08,11225.2,11225.2
2012-10-05,11219.18,11266.87,11180.56,11257.32,11257.32
2012-10-04,11173.64,11192.29,11130.38,11184.01,11184.01
2012-10-03,11128.37,11156.48,11113.61,11138.63,11138.63
2012-10-02,11102.55,11195.42,11091.5,11153.97,11153.97
2012-10-01,10964.83,11149.67,10964.83,11149.54,11149.54
2012-09-28,11081.03,11081.03,10955.53,10955.53,10955.53
2012-09-27,11065.85,11083.88,11033.24,11039.92,11039.92
2012-09-26,11104.37,11105.97,11011.83,11030.63,11030.63
2012-09-25,11129.22,11165.03,11100.78,11153.81,11153.81
2012-09-24,11131.55,11149.13,11085.76,11126.44,11126.44
2012-09-21,11126.05,11143.06,11076.05,11140.94,11140.94
2012-09-20,11028.31,11075.58,11014.34,11057.75,11057.75
2012-09-19,11048.89,11081.76,11024.77,11081.76,11081.76
2012-09-18,11014.86,11045.92,10998.11,11025.04,11025.04
2012-09-17,11025.94,11091.07,11025.89,11050.72,11050.72
2012-09-14,11087.54,11099.15,11036.26,11062.25,11062.25
2012-09-13,10942.87,10996.57,10925.4,10984.78,10984.78
2012-09-12,10957.97,11016.35,10925.67,10945.28,10945.28
2012-09-11,10923.5,10971.96,10912.61,10968.05,10968.05
2012-09-10,11018.5,11043.05,10972.43,10975.75,10975.75
2012-09-07,11026.69,11062.29,10998.32,11021.42,11021.42
2012-09-06,10862.32,11013.45,10862.32,11005.49,11005.49
2012-09-05,10739.63,10849.98,10726.46,10832.4,10832.4
2012-09-04,10855.24,10855.95,10715.45,10727.23,10727.23
2012-09-03,10750.39,10855.54,10748.93,10853.4,10853.4
2012-08-31,10740.22,10845.43,10715.67,10769.7,10769.7
2012-08-30,10801.16,10812.54,10737.18,10753.31,10753.31
2012-08-29,10831.98,10852.43,10814.88,10826.93,10826.93
2012-08-28,10913.33,10913.33,10825.16,10826.02,10826.02
2012-08-27,10926.91,10947.34,10878.32,10943.8,10943.8
2012-08-24,10877.35,10930.99,10862.59,10917.95,10917.95
2012-08-23,10962.54,10981.08,10849.87,10880.79,10880.79
2012-08-22,10937.71,10953.89,10903.82,10917.15,10917.15
2012-08-21,10979.24,11015.83,10952.51,10989.38,10989.38
2012-08-20,11003.83,11013.38,10955.48,10969.04,10969.04
2012-08-17,11049.24,11049.74,10991.69,11007.97,11007.97
2012-08-16,10992.29,11006.91,10906.44,10989.58,10989.58
2012-08-15,10957.88,11025.63,10952.42,10978.51,10978.51
2012-08-14,10938.24,10974.88,10923.8,10968.58,10968.58
2012-08-13,10910.17,10947.83,10883.95,10901.48,10901.48
2012-08-10,10931.96,10952.87,10904.37,10930.58,10930.58
2012-08-09,10921.46,10999.89,10918.03,10967.42,10967.42
2012-08-08,10891.76,10906.69,10834.83,10887.69,10887.69
2012-08-07,10869.72,10920.61,10837.18,10887.44,10887.44
2012-08-06,10886.67,10935.27,10836.48,10896.14,10896.14
2012-08-03,10823.77,10906.57,10816.2,10893.67,10893.67
2012-08-02,10839.69,10935.78,10791.35,10802.23,10802.23
2012-07-31,10788.85,10818.91,10760.16,10788.69,10788.69
2012-07-30,10749.09,10820.11,10743.77,10793.92,10793.92
2012-07-27,10607.38,10732.37,10572.27,10727.23,10727.23
2012-07-26,10448.14,10613.83,10435.23,10583.79,10583.79
2012-07-25,10399.87,10451.73,10396.16,10420.3,10420.3
2012-07-24,10461.82,10472.45,10395.22,10410.4,10410.4
2012-07-23,10532.6,10555.12,10405.5,10419.75,10419.75
2012-07-20,10671.52,10682.52,10577.75,10595.72,10595.72
2012-07-19,10601.88,10679.84,10599.74,10661.17,10661.17
2012-07-18,10498.76,10563.85,10480.94,10563.16,10563.16
2012-07-17,10466.81,10498.85,10437.42,10456.67,10456.67
2012-07-16,10423.15,10457.83,10410.96,10445.33,10445.33
2012-07-13,10389.9,10430.19,10370.22,10422.06,10422.06
2012-07-12,10374.85,10403.62,10314.12,10364.34,10364.34
2012-07-11,10400.32,10442.95,10382.99,10410.16,10410.16
2012-07-10,10406.43,10464.96,10375.76,10437.89,10437.89
2012-07-09,10426.67,10436.67,10377.57,10386.6,10386.6
2012-07-06,10451.59,10491.06,10417.54,10425.19,10425.19
2012-07-05,10465.15,10514.63,10422.89,10456.63,10456.63
2012-07-04,10437.12,10458.79,10404.43,10454.94,10454.94
2012-07-03,10344.62,10442.75,10341.13,10442.75,10442.75
2012-07-02,10255.15,10307.76,10248.27,10300,10300
2012-06-29,10221.05,10240.92,10163.8,10228.26,10228.26
2012-06-28,10124,10132.22,10039.1,10093.37,10093.37
2012-06-27,10075.02,10124.57,10048.76,10109.69,10109.69
2012-06-26,10012.13,10056.36,9977.68,10044.26,10044.26
2012-06-25,10072.62,10075.78,9969.48,10021.94,10021.94
2012-06-22,10078.07,10135.36,10066.35,10097.55,10097.55
2012-06-21,10134.66,10182.16,10123.56,10136.09,10136.09
2012-06-20,10166.51,10185.87,10106.17,10145.75,10145.75
2012-06-19,9994.57,10181.54,9988.14,10173.08,10173.08
2012-06-18,10034.31,10050.29,9978.42,10012.3,10012.3
2012-06-15,9953.16,9992.81,9953.03,9966.89,9966.89
2012-06-14,10027.48,10035.45,9917.92,9961.29,9961.29
2012-06-13,9991.99,10022.98,9949.35,10022.3,10022.3
2012-06-12,9908.27,9996.57,9899.78,9980.47,9980.47
2012-06-11,10029.45,10041.64,9896.19,9898.65,9898.65
2012-06-08,9853.52,9909.89,9829.5,9895.22,9895.22
2012-06-07,9829.9,9925.9,9803.45,9895.05,9895.05
2012-06-06,9680.77,9816.51,9666.23,9816.51,9816.51
2012-06-05,9667.46,9686.88,9630.22,9634.33,9634.33
2012-06-04,9693.36,9702.62,9632.26,9632.26,9632.26
2012-06-01,9889.97,9889.97,9698.06,9740.38,9740.38
2012-05-31,9967.66,9983.79,9832.93,9862.96,9862.96
2012-05-30,9944.07,10021.88,9925.69,9951.71,9951.71
2012-05-29,9956.21,9997.06,9912.95,9971.78,9971.78
2012-05-25,9885.08,9946.52,9847.9,9888.26,9888.26
2012-05-24,9861.64,9908.66,9793.25,9866.78,9866.78
2012-05-23,9899.08,9957.44,9807.05,9808.56,9808.56
2012-05-22,9853.29,9966.95,9838.03,9964.15,9964.15
2012-05-21,9754.71,9840.44,9722.8,9802.96,9802.96
2012-05-18,9724.03,9842.25,9719.31,9772.14,9772.14
2012-05-16,9860.93,9945.55,9851.86,9898.5,9898.5
2012-05-15,9919.36,9946.44,9857.11,9885.73,9885.73
2012-05-14,9958.39,9964.65,9874.04,9903.44,9903.44
2012-05-11,9926.96,10038.61,9914.18,10036.96,10036.96
2012-05-10,10028.95,10028.95,9926.77,9989.29,9989.29
2012-05-09,10075.42,10078.05,9932.84,10005.35,10005.35
2012-05-08,10146.11,10155.15,10046.48,10063.66,10063.66
2012-05-07,10074.12,10167.69,10074.08,10167.37,10167.37
2012-05-04,10247.41,10292.69,10170.31,10190.39,10190.39
2012-05-03,10304.53,10346.13,10240.92,10259.18,10259.18
2012-05-02,10364.15,10380.94,10264.59,10274.64,10274.64
2012-04-30,10315.11,10316.71,10253.74,10253.74,10253.74
2012-04-27,10234.67,10292.3,10223.18,10266.66,10266.66
2012-04-26,10307.21,10337.19,10226.45,10276.81,10276.81
2012-04-25,10267.91,10314.23,10259.53,10313.76,10313.76
2012-04-24,10282.23,10298.04,10206.51,10270.62,10270.62
2012-04-23,10359.12,10363.86,10216.8,10253.83,10253.83
2012-04-20,10320.29,10371.56,10293.41,10371.56,10371.56
2012-04-19,10310.38,10350.44,10289.29,10315.01,10315.01
2012-04-18,10302.42,10310.39,10223.68,10261.15,10261.15
2012-04-17,10156.26,10306.28,10155.07,10305.88,10305.88
2012-04-16,10065.45,10185.07,10054.36,10166.64,10166.64
2012-04-13,10145.67,10161,10047.25,10079.02,10079.02
2012-04-12,10075.62,10173.72,10047.61,10165.75,10165.75
2012-04-11,10044.11,10085.96,10022.77,10056.94,10056.94
2012-04-10,10139.79,10166.74,10059.6,10059.6,10059.6
2012-04-05,10255.71,10276.43,10160.21,10222.31,10222.31
2012-04-04,10360.67,10381.15,10207.74,10227.78,10227.78
2012-04-03,10426.63,10446.33,10379.5,10380.14,10380.14
2012-04-02,10338.53,10447.69,10297.69,10447.69,10447.69
2012-03-30,10253.46,10307.67,10205.23,10307.67,10307.67
2012-03-29,10308.52,10327.06,10191.44,10209.73,10209.73
2012-03-28,10337.53,10379.18,10319.26,10332.35,10332.35
2012-03-27,10412.51,10435.54,10337.69,10363.67,10363.67
2012-03-26,10336.93,10397.33,10321.93,10386.61,10386.61
2012-03-23,10337.42,10353.83,10258.81,10313.15,10313.15
2012-03-22,10369.45,10386.09,10303.06,10328.41,10328.41
2012-03-21,10430.26,10457.79,10379.14,10395.24,10395.24
2012-03-20,10445.92,10451.02,10385.09,10405.42,10405.42
2012-03-19,10467.61,10489.1,10434.22,10455.66,10455.66
2012-03-16,10479.21,10506.71,10455.76,10480.07,10480.07
2012-03-15,10417.09,10465.01,10407.13,10465.01,10465.01
2012-03-14,10389.4,10450.27,10380.59,10412.48,10412.48
2012-03-13,10266.86,10354.5,10250.8,10343.46,10343.46
2012-03-12,10185.55,10261.7,10180.92,10227.53,10227.53
2012-03-09,10175.28,10254.03,10163.99,10225.3,10225.3
2012-03-08,10070.83,10171.19,10060.71,10168.17,10168.17
2012-03-07,9921.91,10022.19,9917.76,10018.43,10018.43
2012-03-06,10061.45,10074.36,9927.4,9928.11,9928.11
2012-03-05,10084.9,10127.58,10047.51,10102.75,10102.75
2012-03-02,10063.05,10110.1,10036.11,10093.49,10093.49
2012-03-01,10014.42,10075.79,10009.39,10058.87,10058.87
2012-02-29,10068.91,10106.41,10026.35,10028.74,10028.74
2012-02-28,10096.29,10126.87,10014.78,10053.64,10053.64
2012-02-27,10066.99,10084.77,9996.1,10084.54,10084.54
2012-02-24,10108.47,10125.48,10036.56,10071.43,10071.43
2012-02-23,10074.37,10127.35,10043.39,10098.86,10098.86
2012-02-22,10144,10150.03,10050.47,10084.93,10084.93
2012-02-21,10168.2,10170.91,10107.31,10155.36,10155.36
2012-02-20,10186.19,10205.4,10137,10163.78,10163.78
2012-02-17,10187.83,10192.53,10124.1,10155.15,10155.15
2012-02-16,10022.64,10125.22,10013.63,10121.93,10121.93
2012-02-15,10071.37,10102.73,10064.71,10091.08,10091.08
2012-02-14,10022.41,10071.59,10003.89,10034.88,10034.88
2012-02-13,10028.16,10064.15,10007.24,10057.07,10057.07
2012-02-10,10016.6,10027.88,9933.29,9980.9,9980.9
2012-02-09,10009.98,10077.24,9993.08,10044.34,10044.34
2012-02-08,10055.7,10078.56,10021.19,10021.93,10021.93
2012-02-07,10001.65,10026.23,9954.88,10024.74,10024.74
2012-02-06,9974.19,10013.69,9937.12,10007.55,10007.55
2012-02-03,9869.84,10025.6,9844.68,10017.77,10017.77
2012-02-02,9903.89,9906.74,9830.9,9873.04,9873.04
2012-02-01,9742.31,9894.19,9734.35,9882,9882
2012-01-31,9761.9,9786.75,9710.83,9720.14,9720.14
2012-01-30,9744.96,9794.12,9711.53,9720.54,9720.54
2012-01-27,9903.61,9938.15,9815.4,9822.75,9822.75
2012-01-26,9925.3,9935.58,9867.97,9931.68,9931.68
2012-01-25,9954.7,9959.71,9821.56,9887.62,9887.62
2012-01-24,9934.11,9988.12,9891.68,9988.12,9988.12
2012-01-23,9951.76,10011.42,9940.81,9976.03,9976.03
2012-01-20,10101.75,10115.48,9966.26,9967.89,9967.89
2012-01-19,9988.43,10084.98,9977.16,10084.75,10084.75
2012-01-18,9853.41,9963.08,9805.13,9957.4,9957.4
2012-01-17,9866.6,9886.7,9833.64,9859.63,9859.63
2012-01-16,9729.26,9819.04,9724.43,9819.04,9819.04
2012-01-13,9804.81,9836.57,9706.7,9762.22,9762.22
2012-01-12,9817.31,9862.72,9776.09,9797.6,9797.6
2012-01-11,9847.02,9863.65,9753.66,9781.28,9781.28
2012-01-10,9816.11,9857.18,9777.39,9850.86,9850.86
2012-01-09,9801.3,9811.84,9745.88,9747.91,9747.91
2012-01-06,9826.33,9856.06,9766.81,9790.7,9790.7
2012-01-05,9876.17,9886.84,9776.21,9811.44,9811.44
2012-01-04,9858.18,9884.05,9813.01,9862.75,9862.75
2012-01-03,9801.76,9854.75,9765.11,9851.09,9851.09
2011-12-30,9639.38,9668.27,9629.09,9664.36,9664.36
2011-12-29,9605.17,9615.97,9564.94,9599.85,9599.85
2011-12-28,9606.25,9642.26,9574.8,9597.65,9597.65
2011-12-27,9633.07,9633.07,9552.74,9584.06,9584.06
2011-12-23,9548.94,9596.52,9529.09,9595.43,9595.43
2011-12-22,9487.71,9521,9466.26,9502.91,9502.91
2011-12-21,9486.96,9514.61,9422.47,9450.34,9450.34
2011-12-20,9368.3,9451.53,9339.46,9449.59,9449.59
2011-12-19,9286.51,9424.98,9273.55,9390.44,9390.44
2011-12-16,9471.87,9476.1,9305.33,9334.31,9334.31
2011-12-15,9329.9,9436.63,9318.1,9416.75,9416.75
2011-12-14,9330.33,9379.65,9291.86,9310.86,9310.86
2011-12-13,9373.77,9408.51,9320.24,9377,9377
2011-12-12,9418.94,9452.22,9354.24,9356.44,9356.44
2011-12-09,9270.48,9434.56,9266.22,9432.11,9432.11
2011-12-08,9458.23,9462.38,9321.22,9341.34,9341.34
2011-12-07,9434.76,9442.55,9323.2,9387.62,9387.62
2011-12-06,9286.41,9426.3,9286.2,9390.36,9390.36
2011-12-05,9342.57,9371.03,9301.24,9344.66,9344.66
2011-12-02,9353.78,9387.96,9275.34,9310.46,9310.46
2011-12-01,9223.47,9336.5,9182.56,9249.77,9249.77
2011-11-30,8931.07,9202.76,8930.2,9202.13,9202.13
2011-11-29,8973.67,9039.56,8930.4,9005.02,9005.02
2011-11-28,8848.33,9004.21,8838.16,8991.06,8991.06
2011-11-25,8696.8,8850.68,8641.2,8784.22,8784.22
2011-11-24,8788.28,8814.23,8665.54,8721.29,8721.29
2011-11-23,8804.03,8881.01,8768.8,8768.8,8768.8
2011-11-22,8954.31,8986.38,8861.64,8868.96,8868.96
2011-11-21,9077.1,9096.62,8895.72,8913.9,8913.9
2011-11-18,9146.61,9211.49,9132.55,9137.43,9137.43
2011-11-17,9214.4,9239.06,9138.51,9186.27,9186.27
2011-11-16,9184.67,9305.28,9174.43,9253.29,9253.29
2011-11-15,9175.95,9274.86,9103.61,9219.28,9219.28
2011-11-14,9236.55,9248.09,9143.8,9214.07,9214.07
2011-11-11,9095.4,9214.72,9063.13,9193.44,9193.44
2011-11-10,9024.09,9160.19,9011.38,9057.95,9057.95
2011-11-09,9319.63,9325.62,9088.08,9126.43,9126.43
2011-11-08,9214.35,9317.26,9208.42,9248.15,9248.15
2011-11-07,9162.99,9234.84,9119.61,9188.46,9188.46
2011-11-04,9257.71,9294.78,9156.97,9211.02,9211.02
2011-11-03,9027.5,9240.77,9026.27,9224.39,9224.39
2011-11-02,9144.38,9185.03,9058.42,9131.64,9131.64
2011-11-01,9143.9,9189.9,8987,9095.06,9095.06
2011-10-31,9463.54,9491.31,9327.28,9327.28,9327.28
2011-10-28,9488.71,9540.1,9475.17,9524.83,9524.83
2011-10-27,9464.05,9532.1,9408.34,9476.57,9476.57
2011-10-26,9254.03,9334.04,9215.25,9277.22,9277.22
2011-10-25,9389.86,9436.16,9256.55,9290.69,9290.69
2011-10-24,9392.99,9446.04,9352.45,9420.64,9420.64
2011-10-21,9256.02,9373.93,9186.57,9363.5,9363.5
2011-10-20,9219.91,9312.48,9195.09,9207.48,9207.48
2011-10-19,9302.66,9332.05,9254.66,9276.37,9276.37
2011-10-18,9252.88,9277.91,9192.77,9247.94,9247.94
2011-10-17,9423.4,9465.61,9284.43,9314.49,9314.49
2011-10-14,9331.94,9447.18,9291.03,9375.86,9375.86
2011-10-13,9368.54,9399.68,9268.04,9297.83,9297.83
2011-10-12,9314.02,9422.64,9284.92,9408.42,9408.42
2011-10-11,9288.82,9347.92,9234.74,9328.77,9328.77
2011-10-10,9258.94,9324.54,9204.65,9306.59,9306.59
2011-10-07,9165.62,9252.41,9098.56,9198.65,9198.65
2011-10-06,9032.75,9178.86,9024.62,9178.86,9178.86
2011-10-05,8986.76,9003.07,8889.47,8959.02,8959.02
2011-10-04,8859.5,8883.91,8726.16,8860.66,8860.66
2011-10-03,8999.45,8999.45,8831.82,8943.89,8943.89
2011-09-30,9081.17,9082.36,8931.65,9002.57,9002.57
2011-09-29,8993.26,9173.89,8986.21,9127.64,9127.64
2011-09-28,8985.6,9145.79,8976.59,9034.97,9034.97
2011-09-27,8944.63,9073.07,8930.19,9056.08,9056.08
2011-09-26,8538.7,8878.23,8537.85,8789.81,8789.81
2011-09-23,8686.96,8687.96,8357.63,8623.51,8623.51
2011-09-22,8744.21,8795.58,8575.81,8606.68,8606.68
2011-09-21,8903.61,8977.9,8865.41,8910.78,8910.78
2011-09-20,8684.55,8908.1,8674.75,8904.36,8904.36
2011-09-19,8788.95,8829.53,8702.69,8723.97,8723.97
2011-09-16,8889.12,8952.44,8868.23,8874.22,8874.22
2011-09-15,8830.33,8939.94,8794.39,8842.66,8842.66
2011-09-14,8662.29,8835.97,8660.22,8817.27,8817.27
2011-09-13,8734.47,8769.38,8593.26,8721.67,8721.67
2011-09-12,8680.28,8704.35,8537.59,8630.53,8630.53
2011-09-09,8980.43,9007.27,8835.07,8835.07,8835.07
2011-09-08,8939.75,9050.1,8875.93,8994.74,8994.74
2011-09-07,8916.58,8949.77,8819.15,8949.77,8949.77
2011-09-06,8381.07,8809.38,8380.93,8731.73,8731.73
2011-09-05,8532.48,8540.18,8343.79,8366.9,8366.9
2011-09-02,8862.75,8883.72,8649.35,8719.41,8719.41
2011-09-01,9001.3,9065.84,8882.75,8999.02,8999.02
2011-08-31,8913.54,9014.71,8865.11,8994.11,8994.11
2011-08-30,8897.52,8924,8814.69,8865,8865
2011-08-29,8802.04,8907.77,8770.55,8860.62,8860.62
2011-08-26,8602.37,8709.07,8408.12,8659.95,8659.95
2011-08-25,8746.59,8787.66,8558.42,8619.37,8619.37
2011-08-24,8555.09,8734.97,8476.09,8668.69,8668.69
2011-08-23,8489.85,8565.04,8402.05,8506.6,8506.6
2011-08-22,8226.68,8547.83,8223.53,8365.82,8365.82
2011-08-19,8395.88,8416.06,8059.62,8284.06,8284.06
2011-08-18,8716.18,8777.19,8341.06,8450.36,8450.36
2011-08-17,8696.09,8897.82,8595.07,8816.61,8816.61
2011-08-16,8605.35,8738.7,8526.99,8738.7,8738.7
2011-08-15,8718.97,8757.81,8596.49,8659.7,8659.7
2011-08-12,8190.82,8626.76,8041.21,8542.74,8542.74
2011-08-11,8011.33,8209.79,7659.5,8184.85,8184.85
2011-08-10,8302.1,8314.33,7787.18,7793.26,7793.26
2011-08-09,8062.79,8262.68,7636.08,8128.22,8128.22
2011-08-08,8324.73,8559.64,8079.53,8079.53,8079.53
2011-08-05,8265.49,8634.81,8253.73,8411.41,8411.41
2011-08-04,9041.87,9072.01,8595.5,8595.5,8595.5
2011-08-03,8915.64,9134.63,8853.77,8917.35,8917.35
2011-08-02,9202.08,9255.86,9002.73,9021.1,9021.1
2011-07-29,9419.85,9465.29,9307.7,9405.58,9405.58
2011-07-28,9494.49,9583.28,9474.92,9548.78,9548.78
2011-07-27,9686.45,9733.44,9574.84,9602.56,9602.56
2011-07-26,9803.26,9840.11,9697.48,9741.94,9741.94
2011-07-25,9759,9816.16,9738.15,9786.37,9786.37
2011-07-22,9890.91,9917.42,9774.21,9809.85,9809.85
2011-07-21,9762.5,9866.81,9643.46,9826.32,9826.32
2011-07-20,9662.18,9705.04,9615.94,9703.5,9703.5
2011-07-19,9525.65,9633.66,9524.63,9589.68,9589.68
2011-07-18,9581.51,9619.67,9453.88,9475.35,9475.35
2011-07-15,9659.59,9707.42,9609.06,9657.19,9657.19
2011-07-14,9703.01,9780.73,9694.14,9726.96,9726.96
2011-07-13,9752.86,9836.59,9746.19,9798.95,9798.95
2011-07-12,9700.18,9817.12,9593.13,9782.05,9782.05
2011-07-11,9978.5,9983.71,9797.12,9844.12,9844.12
2011-07-08,10127.72,10162.03,9998.37,10006.24,10006.24
2011-07-07,10091.07,10164.5,10032.41,10101.25,10101.25
2011-07-06,10132.05,10149,10032.03,10049.6,10049.6
2011-07-05,10162.29,10184.09,10124.4,10153.12,10153.12
2011-07-04,10145.33,10164.16,10119.89,10157.64,10157.64
2011-07-01,10073.68,10170.69,10065.45,10144.67,10144.67
2011-06-30,9941.98,10082.92,9902.72,10062.16,10062.16
2011-06-29,9827.02,9931.04,9807.46,9923.07,9923.07
2011-06-28,9761.29,9831.07,9731.31,9761.83,9761.83
2011-06-27,9713.82,9780,9708.57,9742.99,9742.99
2011-06-24,9828.79,9856.83,9718.35,9754.69,9754.69
2011-06-23,9899.64,9933.25,9696.07,9743.42,9743.42
2011-06-22,10036.93,10037.16,9941.14,9942.41,9942.41
2011-06-21,9966.09,10037.81,9955.73,10036.03,10036.03
2011-06-20,9876.74,9964.24,9872.36,9942.83,9942.83
2011-06-17,9959.3,10053.84,9921.58,9994,9994
2011-06-16,10005.5,10024.9,9942.4,10014.34,10014.34
2011-06-15,10163.54,10182.07,10080.21,10080.21,10080.21
2011-06-14,10120.2,10196.67,10105.59,10173.74,10173.74
2011-06-10,10170.75,10201.04,10049.21,10078.71,10078.71
2011-06-09,10162.29,10238.85,10147.65,10198.66,10198.66
2011-06-08,10259.88,10269.87,10175.51,10175.65,10175.65
2011-06-07,10331.83,10372.43,10285.56,10295.66,10295.66
2011-06-06,10386.82,10424.09,10332.44,10359.76,10359.76
2011-06-03,10435.84,10488.18,10387.27,10420.47,10420.47
2011-06-01,10676.7,10678.47,10537.33,10563.26,10563.26
2011-05-31,10621.44,10692.25,10603.66,10657.97,10657.97
2011-05-30,10544.17,10570.48,10518.82,10521.52,10521.52
2011-05-27,10587.22,10604.33,10535.42,10551.64,10551.64
2011-05-26,10548.97,10556.09,10487.31,10518.86,10518.86
2011-05-25,10449,10534.08,10434.07,10511.36,10511.36
2011-05-24,10469.53,10514.55,10467.55,10494.68,10494.68
2011-05-23,10523.96,10540.64,10456.36,10467.9,10467.9
2011-05-20,10717.51,10738.99,10597.1,10618.78,10618.78
2011-05-19,10671.03,10694.74,10579.44,10663.23,10663.23
2011-05-18,10627.19,10637.12,10592.78,10626.31,10626.31
2011-05-17,10656.53,10664.28,10544.03,10560.26,10560.26
2011-05-16,10641.76,10693.63,10583.16,10670.12,10670.12
2011-05-13,10716.38,10731.81,10668.11,10668.68,10668.68
2011-05-12,10593.2,10667.6,10582.75,10667.6,10667.6
2011-05-11,10645.94,10688.8,10627.35,10667.96,10667.96
2011-05-10,10557.9,10646.17,10536.46,10608.38,10608.38
2011-05-09,10576.33,10609.6,10508.09,10528.28,10528.28
2011-05-06,10504.91,10634.49,10478.26,10603.98,10603.98
2011-05-05,10529.04,10535.35,10392.03,10478.43,10478.43
2011-05-04,10565.35,10636.66,10496.86,10511.44,10511.44
2011-05-03,10590.86,10614.28,10542.83,10576.85,10576.85
2011-05-02,10632.68,10634.34,10585.17,10594.17,10594.17
2011-04-29,10578.48,10612.01,10567.34,10586.12,10586.12
2011-04-28,10526.68,10549.03,10492.82,10548.1,10548.1
2011-04-27,10506.41,10536.59,10449.3,10475.32,10475.32
2011-04-26,10468.75,10517.58,10462.38,10482.08,10482.08
2011-04-21,10474.07,10479.62,10423.38,10444.37,10444.37
2011-04-20,10325.01,10430.2,10323.03,10415.54,10415.54
2011-04-19,10128.59,10288.07,10126.94,10224.58,10224.58
2011-04-18,10271.73,10276.46,10040.52,10079.98,10079.98
2011-04-15,10221.41,10248.16,10186,10245.17,10245.17
2011-04-14,10145.29,10231.05,10145.29,10175.97,10175.97
2011-04-13,10197.04,10255.26,10171.78,10186.23,10186.23
2011-04-12,10232.82,10255.93,10149.02,10165.9,10165.9
2011-04-11,10317.08,10342,10294.27,10307.55,10307.55
2011-04-08,10383.76,10394.88,10327.28,10334.43,10334.43
2011-04-07,10333.68,10414.25,10331.39,10346.66,10346.66
2011-04-06,10321.42,10337.61,10278.84,10310.64,10310.64
2011-04-05,10276.64,10302.3,10238.13,10290.23,10290.23
2011-04-04,10279.95,10293.26,10245.45,10265.11,10265.11
2011-04-01,10195.83,10284.1,10183.12,10272.64,10272.64
2011-03-31,10210.68,10213.16,10141.27,10141.27,10141.27
2011-03-30,10193.92,10230.91,10188.59,10206.47,10206.47
2011-03-29,10164.16,10178.58,10096.77,10137.3,10137.3
2011-03-28,10148.07,10181.54,10124.83,10143.61,10143.61
2011-03-25,10123.04,10166.97,10087.82,10132.85,10132.85
2011-03-24,9958.58,10084.69,9947.06,10080.15,10080.15
2011-03-23,9890.98,9991.52,9889.66,9979.38,9979.38
2011-03-22,9942.43,9972.68,9902.6,9933.07,9933.07
2011-03-21,9833.84,9934.57,9817.15,9928.08,9928.08
2011-03-18,9740.28,9796.28,9703.15,9727.33,9727.33
2011-03-17,9617.33,9726.26,9571.1,9688.04,9688.04
2011-03-16,9763.23,9798.59,9568.95,9603.13,9603.13
2011-03-15,9813.52,9847.33,9580.38,9729.85,9729.85
2011-03-14,10058.95,10113.32,10006.49,10006.49,10006.49
2011-03-11,10120.48,10181.48,10110.94,10132.94,10132.94
2011-03-10,10226.68,10271.97,10194.14,10214.05,10214.05
2011-03-09,10391.23,10400.75,10277.88,10281,10281
2011-03-08,10401.95,10448.9,10334.79,10384.03,10384.03
2011-03-07,10381.12,10459.54,10338.78,10359.01,10359.01
2011-03-04,10556.25,10559,10404.85,10414.87,10414.87
2011-03-03,10533.31,10567.5,10488,10524.38,10524.38
2011-03-02,10418.06,10476.19,10370.71,10451.93,10451.93
2011-03-01,10525.22,10570.94,10474.85,10495.19,10495.19
2011-02-28,10351.98,10515.61,10341.15,10479.34,10479.34
2011-02-25,10356.5,10407.25,10328.46,10363.24,10363.24
2011-02-24,10395.69,10402.64,10301.55,10329.59,10329.59
2011-02-23,10383.87,10470.64,10376.04,10427.85,10427.85
2011-02-22,10468.55,10471.32,10404.35,10427.41,10427.41
2011-02-21,10574.65,10611.07,10515.26,10524.05,10524.05
2011-02-18,10583.4,10592.41,10530.02,10576.61,10576.61
2011-02-17,10586.83,10606.84,10509.89,10559.65,10559.65
2011-02-16,10547.33,10583.74,10524.91,10567.79,10567.79
2011-02-15,10498.94,10544.66,10494.3,10535.12,10535.12
2011-02-14,10539.52,10549.9,10490.55,10496.01,10496.01
2011-02-11,10393.4,10502.19,10361.7,10494.7,10494.7
2011-02-10,10407.23,10420.39,10338.46,10410.99,10410.99
2011-02-09,10462.9,10483.62,10426.03,10441.81,10441.81
2011-02-08,10405.23,10453.21,10397.94,10452.86,10452.86
2011-02-07,10405.72,10476.17,10389.39,10409.54,10409.54
