SMI-Family
ISIN;CH0009980894;;;;CH0019399820;;;;CH0019399838;;;;CH0019399853;;;;CH0019399861;;;;CH0009987501;CH0017810976
SYMBOL;SMI;;;;SMIMC;;;;SMIM;;;;SMIEXC;;;;SMIEXP;;;;SXGE;SPIEX
NAME;SMI®;;;;SMIM® TR;;;;SMIM PR;;;;SMI Expanded TM TR;;;;SMI Expanded PR;;;;SPI® Gesamt Index TR;SPI Extra® TR
;Price;;;;Total-Return;;;;Price-Index;;;;Total-Return;;;;Price-Index;;;;Total-Return;Total-Return
YTDPerf.%;-8.190;-9.200;-8.270;-9.300;4.520;3.860;4.460;3.520;2.460;1.810;2.400;1.480;-4.000;-5.040;-4.140;-5.170;-6.950;-7.960;-7.090;-8.080;-4.590;2.900;
Date;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Open;Close;High;Low;Close;Close;
25.10.2001;6285.98;6193.34;6339.46;6146.45;0;683.58;0;0;0;664.7;0;0;0;849.3;0;0;0;826.1;0;0;4213.23;830.48
24.10.2001;6225.82;6279.36;6369.76;6222.61;0;686.71;0;0;0;667.7;0;0;0;860.83;0;0;0;837.3;0;0;4267.62;834.23
23.10.2001;6221.05;6276.78;6277.37;6210.22;0;673.93;0;0;0;655.3;0;0;0;859.95;0;0;0;836.5;0;0;4263.71;827.11
22.10.2001;6067.32;6176.92;6179.02;6051.61;0;654.89;0;0;0;636.8;0;0;0;845.92;0;0;0;822.8;0;0;4197.46;814.88
19.10.2001;6109.79;6070.34;6137.1;6052.38;0;657.4;0;0;0;639.2;0;0;0;831.91;0;0;0;809.2;0;0;4129.11;812.23
18.10.2001;5941.41;6092.45;6101.89;5910.3;0;663.48;0;0;0;645.1;0;0;0;835.09;0;0;0;812.3;0;0;4144.81;815.85
17.10.2001;6046.29;6025.64;6086.88;5987.18;0;677.33;0;0;0;658.6;0;0;0;826.82;0;0;0;804.2;0;0;4106.45;824.21
16.10.2001;6000.86;5993;6060.21;5964.12;0;668.1;0;0;0;649.6;0;0;0;822.11;0;0;0;799.6;0;0;4082.64;814.99
15.10.2001;5992.1;5994.42;6023.03;5966.54;0;662.01;0;0;0;643.7;0;0;0;822.04;0;0;0;799.6;0;0;4082.97;810.51
12.10.2001;6109.16;6039.36;6119.86;6021.69;0;662.63;0;0;0;644.3;0;0;0;828.02;0;0;0;805.4;0;0;4110.68;808.8
11.10.2001;6058.48;6105.17;6134.28;5990.46;0;660.4;0;0;0;642.1;0;0;0;836.65;0;0;0;813.8;0;0;4151.23;807.04
10.10.2001;5908.59;5976.92;5981.47;5881.58;0;645.35;0;0;0;627.5;0;0;0;819.02;0;0;0;796.6;0;0;4064.84;790.93
09.10.2001;5857.53;5935.84;5998.49;5855.18;0;644.05;0;0;0;626.2;0;0;0;813.52;0;0;0;791.3;0;0;4037.5;788.67
08.10.2001;5831.47;5952.87;5963.17;5777.42;0;639.55;0;0;0;621.9;0;0;0;815.59;0;0;0;793.3;0;0;4047.75;788.67
05.10.2001;5925.51;5954.87;6005.22;5908.76;0;636.69;0;0;0;619.1;0;0;0;815.74;0;0;0;793.5;0;0;4049.18;788.46
04.10.2001;5917.53;6012.41;6030.97;5917.53;0;639.71;0;0;0;622;0;0;0;823.49;0;0;0;801;0;0;4086.64;791.24
03.10.2001;5837.98;5858.92;5865.42;5735.24;0;621.37;0;0;0;604.2;0;0;0;802.38;0;0;0;780.5;0;0;3985.58;777.87
02.10.2001;5924.25;5905.36;5930.82;5741.52;0;632.19;0;0;0;614.7;0;0;0;808.99;0;0;0;786.9;0;0;4021.86;794.87
01.10.2001;5971.87;5919.52;5977.13;5854.76;0;637.79;0;0;0;620.2;0;0;0;811.1;0;0;0;788.9;0;0;4032.03;800.66
28.09.2001;5907.86;6014.23;6014.37;5882.32;0;631.12;0;0;0;613.7;0;0;0;823.18;0;0;0;800.9;0;0;4085.51;795.39
27.09.2001;5670.84;5829.8;5834.61;5665.15;0;624.13;0;0;0;606.9;0;0;0;798.4;0;0;0;776.8;0;0;3968.87;784.76
26.09.2001;5593.35;5725.42;5782.74;5583.98;0;639.68;0;0;0;622;0;0;0;785.1;0;0;0;763.8;0;0;3920.27;801.5
25.09.2001;5428.59;5619.92;5672.48;5362.68;0;629.81;0;0;0;612.4;0;0;0;770.71;0;0;0;749.8;0;0;3858.78;800.37
24.09.2001;5235.87;5452.66;5457.3;5218.23;0;619.06;0;0;0;601.9;0;0;0;748.07;0;0;0;727.8;0;0;3754.35;795.97
21.09.2001;5268.08;5110.24;5303.45;4973.48;0;607;0;0;0;590.2;0;0;0;702.1;0;0;0;683.1;0;0;3546.6;783.77
20.09.2001;5629.39;5399.14;5700.07;5398.82;0;626.22;0;0;0;608.9;0;0;0;741.22;0;0;0;721.1;0;0;3735.14;812.4
19.09.2001;5710.19;5652.06;5803.32;5613.49;0;656.65;0;0;0;638.5;0;0;0;775.99;0;0;0;755;0;0;3908.69;847.87
18.09.2001;5742.76;5734.52;5756.73;5651.18;0;672.42;0;0;0;653.8;0;0;0;787.54;0;0;0;766.2;0;0;3956.96;851.23
17.09.2001;5561.78;5803.64;5803.64;5455.51;0;688.53;0;0;0;669.5;0;0;0;797.33;0;0;0;775.7;0;0;4004.5;861.79
14.09.2001;5881.27;5628.32;5954.54;5589.97;0;687.86;0;0;0;668.8;0;0;0;774;0;0;0;753;0;0;3903.15;862.66
13.09.2001;5859.28;5907.47;5923.6;5767.67;0;706.49;0;0;0;687;0;0;0;811.81;0;0;0;789.8;0;0;4080.07;878.82
12.09.2001;5611.95;5838.43;5879.26;5501.56;0;708.93;0;0;0;689.3;0;0;0;802.73;0;0;0;781;0;0;4042.86;884.53
11.09.2001;6133.14;5695.06;6213.22;5694.66;0;705.65;0;0;0;686.1;0;0;0;783.54;0;0;0;762.3;0;0;3955.34;884.92
10.09.2001;6174.81;6128.32;6219.17;6009.41;0;753.82;0;0;0;733;0;0;0;842.95;0;0;0;820.1;0;0;4238.06;923.4
07.09.2001;6378.49;6255.52;6399.08;6250.21;0;775.99;0;0;0;754.5;0;0;0;860.69;0;0;0;837.4;0;0;4323.05;938.42
06.09.2001;6553.86;6395.55;6555.03;6368.23;0;786.12;0;0;0;764.4;0;0;0;879.68;0;0;0;855.9;0;0;4410.84;946.06
05.09.2001;6505.56;6508.1;6540.05;6485.04;0;799.37;0;0;0;777.3;0;0;0;895.14;0;0;0;870.9;0;0;4482.96;957.36
04.09.2001;6533.19;6562.87;6562.87;6446.1;0;808.82;0;0;0;786.5;0;0;0;902.78;0;0;0;878.3;0;0;4519.43;966.89
03.09.2001;6542.71;6458.3;6563.7;6456.59;0;811.96;0;0;0;789.5;0;0;0;888.99;0;0;0;864.9;0;0;4458.2;968.68
31.08.2001;6495.65;6582.41;6582.68;6466.84;0;829.61;0;0;0;806.7;0;0;0;906.15;0;0;0;881.6;0;0;4540.71;983.03
30.08.2001;6562.55;6522.11;6602.72;6518.33;0;845.79;0;0;0;822.4;0;0;0;898.75;0;0;0;874.4;0;0;4511.31;993.77
29.08.2001;6635.23;6580.58;6645.51;6543.85;0;840.08;0;0;0;816.9;0;0;0;906.3;0;0;0;881.8;0;0;4545.41;992.59
28.08.2001;6746.84;6666.09;6774.52;6647.98;0;846.01;0;0;0;822.6;0;0;0;917.89;0;0;0;893;0;0;4599.5;997.72
27.08.2001;6738.01;6763.92;6802.04;6724.99;0;862.94;0;0;0;839.1;0;0;0;931.53;0;0;0;906.3;0;0;4663.22;1005.61
24.08.2001;6620.31;6718.01;6718.01;6611.89;0;861.3;0;0;0;837.5;0;0;0;925.37;0;0;0;900.3;0;0;4633.31;1001.07
23.08.2001;6693.78;6621.24;6704.43;6596.29;0;855.11;0;0;0;831.5;0;0;0;912.27;0;0;0;887.6;0;0;4574.22;997.07
22.08.2001;6676.42;6662.9;6744.97;6627.67;0;848.63;0;0;0;825.2;0;0;0;917.57;0;0;0;892.7;0;0;4599.42;996.82
21.08.2001;6672.14;6735.41;6737.46;6613.45;0;852.28;0;0;0;828.7;0;0;0;927.34;0;0;0;902.2;0;0;4643.99;999.67
20.08.2001;6630.56;6625.45;6663.52;6561.34;0;863.68;0;0;0;839.8;0;0;0;913.15;0;0;0;888.4;0;0;4585.22;1007.1
17.08.2001;6680.73;6659.99;6711.81;6592.2;0;879.27;0;0;0;855;0;0;0;918.33;0;0;0;893.5;0;0;4610.48;1015
16.08.2001;6791.16;6712;6805.11;6686.37;0;892.94;0;0;0;868.3;0;0;0;925.76;0;0;0;900.7;0;0;4644.94;1020.41
15.08.2001;6835.12;6774.23;6835.12;6745.22;0;895.96;0;0;0;871.2;0;0;0;934.14;0;0;0;908.8;0;0;4686.85;1026.42
14.08.2001;6725.75;6818.61;6834.52;6725.75;0;887.98;0;0;0;863.4;0;0;0;939.74;0;0;0;914.3;0;0;4712.31;1024.54
13.08.2001;6658.05;6707.77;6708.1;6567.74;0;884.82;0;0;0;860.4;0;0;0;924.89;0;0;0;899.8;0;0;4645.73;1023.16
10.08.2001;6723.35;6623.37;6761.13;6607.83;0;883.56;0;0;0;859.1;0;0;0;913.62;0;0;0;888.9;0;0;4594.87;1023.45
09.08.2001;6788.37;6722.7;6813.53;6715.8;0;883.93;0;0;0;859.5;0;0;0;926.84;0;0;0;901.7;0;0;4654.38;1023.98
08.08.2001;6866.42;6875.71;6885.38;6828.04;0;893.37;0;0;0;868.7;0;0;0;947.54;0;0;0;921.9;0;0;4749.08;1031.68
07.08.2001;6899.7;6893.26;6909.95;6833.48;0;896.65;0;0;0;871.9;0;0;0;949.99;0;0;0;924.3;0;0;4761.26;1034.56
06.08.2001;6882.4;6898.54;6898.99;6827.91;0;893.24;0;0;0;868.5;0;0;0;950.57;0;0;0;924.8;0;0;4765.61;1033.81
03.08.2001;6940.51;6877.76;6963.55;6874.16;0;897.39;0;0;0;872.6;0;0;0;947.96;0;0;0;922.3;0;0;4755.23;1040.31
02.08.2001;6908.18;6940.56;7002.25;6894.35;0;901.41;0;0;0;876.5;0;0;0;956.46;0;0;0;930.5;0;0;4792.86;1039.24
01.08.2001;6845.62;6916.4;6917.93;6844.21;0;892.74;0;0;0;868.1;0;0;0;952.92;0;0;0;927.1;0;0;4775.11;1035.47
31.07.2001;6817.08;6847.33;6891.74;6787.24;0;886.9;0;0;0;862.4;0;0;0;943.52;0;0;0;918;0;0;4732.71;1030.91
30.07.2001;6736.75;6817.91;6821.74;6723.05;0;883.13;0;0;0;858.7;0;0;0;939.47;0;0;0;914;0;0;4713.57;1026.54
27.07.2001;6682.98;6760.8;6768.52;6682.98;0;879.14;0;0;0;854.8;0;0;0;931.72;0;0;0;906.5;0;0;4681.22;1024.45
26.07.2001;6694.03;6683.92;6725.9;6657.82;0;881.12;0;0;0;856.8;0;0;0;921.57;0;0;0;896.6;0;0;4635.32;1022.7
25.07.2001;6775.26;6667.29;6816.85;6665.3;0;882.89;0;0;0;858.5;0;0;0;919.43;0;0;0;894.5;0;0;4628.45;1026.86
24.07.2001;6881.55;6772.7;6898.18;6772.7;0;891.86;0;0;0;867.2;0;0;0;933.78;0;0;0;908.5;0;0;4691.64;1030.78
23.07.2001;6902.03;6927.46;6998.06;6894.5;0;910.14;0;0;0;885;0;0;0;955.04;0;0;0;929.2;0;0;4790.88;1040.91
20.07.2001;6945.57;6929.98;6972.95;6919.71;0;913.94;0;0;0;888.7;0;0;0;955.51;0;0;0;929.6;0;0;4793.13;1042.99
19.07.2001;6880;6992.29;6992.63;6830.47;0;925.95;0;0;0;900.3;0;0;0;964.25;0;0;0;938.1;0;0;4833.85;1049.27
18.07.2001;6903.41;6857.56;6919.98;6812.7;0;919.86;0;0;0;894.4;0;0;0;946.1;0;0;0;920.5;0;0;4750.25;1044.76
17.07.2001;6879.74;6902.02;6913.99;6848.98;0;924.06;0;0;0;898.5;0;0;0;952.17;0;0;0;926.4;0;0;4775.05;1043.21
16.07.2001;6953.87;6934.5;6956.5;6888.25;0;931.97;0;0;0;906.2;0;0;0;956.78;0;0;0;930.9;0;0;4800.84;1051.81
13.07.2001;6929.31;6941.32;6966.57;6879.84;0;934.69;0;0;0;908.8;0;0;0;957.79;0;0;0;931.8;0;0;4804.87;1052.05
12.07.2001;6907.53;6928.97;6937.6;6866.36;0;949.8;0;0;0;923.5;0;0;0;956.71;0;0;0;930.8;0;0;4799.65;1059.53
11.07.2001;6834.47;6808.81;6847.43;6767.53;0;945.49;0;0;0;919.4;0;0;0;940.57;0;0;0;915.1;0;0;4726.98;1056.75
10.07.2001;7008.7;6893.88;7050.4;6866.79;0;964.43;0;0;0;937.8;0;0;0;952.58;0;0;0;926.8;0;0;4783.56;1068.84
09.07.2001;6997.72;6985.19;7016.8;6905.46;0;974.32;0;0;0;947.4;0;0;0;965.09;0;0;0;938.9;0;0;4839.4;1073.61
06.07.2001;7074.83;6971.9;7084.84;6971.9;0;985.73;0;0;0;958.5;0;0;0;963.75;0;0;0;937.6;0;0;4837.37;1081.21
05.07.2001;7140.43;7111.95;7164.67;7106.57;0;999.11;0;0;0;971.5;0;0;0;982.87;0;0;0;956.2;0;0;4924.6;1091.6
04.07.2001;7242.02;7177.91;7266.27;7169.49;0;1006.14;0;0;0;978.3;0;0;0;991.9;0;0;0;965;0;0;4964.46;1095.31
03.07.2001;7296.1;7242.82;7311.78;7234.08;0;1008.18;0;0;0;980.3;0;0;0;1000.61;0;0;0;973.5;0;0;5003.83;1097.38
02.07.2001;7198.09;7316;7316;7173.9;0;1015.5;0;0;0;987.4;0;0;0;1010.62;0;0;0;983.2;0;0;5048.65;1102.97
29.06.2001;7146.74;7240.18;7240.96;7113.92;0;1020.23;0;0;0;992.3;0;0;0;1000.71;0;0;0;973.6;0;0;5006.54;1104.89
28.06.2001;7012.1;7150.72;7168.71;6938.04;0;1011.63;0;0;0;983.9;0;0;0;988.49;0;0;0;961.7;0;0;4950.23;1099.04
27.06.2001;7083.91;6997.38;7094.4;6996.99;0;1003.98;0;0;0;976.5;0;0;0;967.81;0;0;0;941.6;0;0;4852.99;1095.38
26.06.2001;7130.18;7067.22;7137.4;7029.21;0;996.9;0;0;0;969.6;0;0;0;976.84;0;0;0;950.4;0;0;4898.93;1095.18
25.06.2001;7154.07;7164.17;7192.53;7119.89;0;1016.65;0;0;0;988.8;0;0;0;990.46;0;0;0;963.6;0;0;4961.49;1105.33
22.06.2001;7219.66;7161.23;7232.56;7141.45;0;1012.27;0;0;0;984.5;0;0;0;989.91;0;0;0;963.1;0;0;4957.15;1102.25
21.06.2001;7240.79;7221.39;7250.55;7167.86;0;1019.48;0;0;0;991.5;0;0;0;998.18;0;0;0;971.1;0;0;4997.48;1105.12
20.06.2001;7248.38;7218.28;7251.61;7195.11;0;1017.48;0;0;0;989.6;0;0;0;997.69;0;0;0;970.7;0;0;4996.01;1104.17
19.06.2001;7218.13;7269.46;7296.32;7217.02;0;1038.12;0;0;0;1009.7;0;0;0;1005.11;0;0;0;978;0;0;5039.58;1122.55
18.06.2001;7331.57;7318.49;7334;7285.51;0;1050.73;0;0;0;1021.9;0;0;0;1012.09;0;0;0;984.8;0;0;5071.58;1129.24
15.06.2001;7340.59;7328.15;7362.5;7277.92;0;1068.94;0;0;0;1039.6;0;0;0;1014.05;0;0;0;986.7;0;0;5084.82;1139.69
14.06.2001;7432.68;7373.27;7444.86;7372.8;0;1071.2;0;0;0;1041.8;0;0;0;1020.13;0;0;0;992.7;0;0;5114.34;1144.24
13.06.2001;7438.19;7475.8;7479.95;7420.89;0;1077.19;0;0;0;1047.6;0;0;0;1033.99;0;0;0;1006.1;0;0;5179.67;1151.56
12.06.2001;7488.38;7405.28;7499.61;7393.13;0;1070.39;0;0;0;1041;0;0;0;1024.36;0;0;0;996.8;0;0;5133.83;1144.73
11.06.2001;7535.47;7498.9;7547.85;7482.21;0;1083.32;0;0;0;1053.6;0;0;0;1037.29;0;0;0;1009.4;0;0;5196.28;1156.84
08.06.2001;7601.32;7547.59;7604.83;7527.3;0;1092.57;0;0;0;1062.6;0;0;0;1044.11;0;0;0;1016;0;0;5227.55;1159.2
07.06.2001;7582.56;7588.66;7602.34;7538.09;0;1089.57;0;0;0;1059.7;0;0;0;1049.46;0;0;0;1021.2;0;0;5251.39;1159.08
06.06.2001;7581.45;7581.39;7593.67;7539.38;0;1089.41;0;0;0;1062.3;0;0;0;1048.49;0;0;0;1020.4;0;0;5246.05;1154.98
05.06.2001;7537.18;7593.23;7596.51;7517.97;0;1086.5;0;0;0;1060.2;0;0;0;1049.23;0;0;0;1021.8;0;0;5247.32;1152.46
01.06.2001;7478.41;7526.54;7526.57;7464.29;0;1075.51;0;0;0;1049.5;0;0;0;1039.96;0;0;0;1012.8;0;0;5206.79;1149.22
31.05.2001;7533.35;7487.63;7577.85;7487.63;0;1065.91;0;0;0;1040.1;0;0;0;1034.15;0;0;0;1007.4;0;0;5183.45;1149.52
30.05.2001;7620.84;7559.02;7632.5;7549.33;0;1072.3;0;0;0;1046.4;0;0;0;1043.88;0;0;0;1016.9;0;0;5222.72;1149.96
29.05.2001;7658.6;7615.51;7673.92;7594.09;0;1081.11;0;0;0;1055;0;0;0;1051.71;0;0;0;1024.5;0;0;5258.14;1153.9
28.05.2001;7652.03;7661.43;7694.39;7650.11;0;1079.79;0;0;0;1053.7;0;0;0;1057.76;0;0;0;1030.4;0;0;5289.08;1155.61
25.05.2001;7698.98;7671.93;7721.19;7663.35;0;1089.95;0;0;0;1063.6;0;0;0;1059.5;0;0;0;1032.1;0;0;5296.73;1161.47
23.05.2001;7684.52;7699.41;7718.14;7663.57;0;1103.68;0;0;0;1077;0;0;0;1063.65;0;0;0;1036.2;0;0;5317.2;1165.57
22.05.2001;7702.22;7705.82;7725.76;7652.54;0;1116.02;0;0;0;1089.2;0;0;0;1063.28;0;0;0;1037.4;0;0;5315.83;1170.34
21.05.2001;7658.18;7672.01;7674.79;7616.16;0;1119.19;0;0;0;1092.3;0;0;0;1058.91;0;0;0;1033.2;0;0;5294.5;1167.53
18.05.2001;7639.75;7658.19;7694.19;7624.07;0;1131.76;0;0;0;1105.3;0;0;0;1057.37;0;0;0;1031.9;0;0;5283.52;1165.77
17.05.2001;7645.32;7639.85;7657.2;7610.35;0;1123.34;0;0;0;1098.1;0;0;0;1054.56;0;0;0;1029.2;0;0;5272.37;1161.38
16.05.2001;7533.5;7568.3;7568.3;7499.24;0;1111.63;0;0;0;1089.7;0;0;0;1044.64;0;0;0;1019.7;0;0;5224.59;1151.97
15.05.2001;7471.35;7548.44;7563.69;7471.1;0;1114.86;0;0;0;1093.8;0;0;0;1041.98;0;0;0;1017.2;0;0;5215.25;1153.89
14.05.2001;7500.72;7474.91;7510.27;7453.33;0;1116.77;0;0;0;1098.5;0;0;0;1032.24;0;0;0;1007.9;0;0;5170.86;1153.31
11.05.2001;7533.38;7518.82;7549.81;7497.72;0;1132.79;0;0;0;1114.2;0;0;0;1038.35;0;0;0;1014.1;0;0;5201.94;1162.31
10.05.2001;7383.27;7488.12;7491.49;7378.77;0;1123.73;0;0;0;1105.3;0;0;0;1033.95;0;0;0;1009.8;0;0;5181.75;1160.04
09.05.2001;7402.71;7373.35;7420.59;7361.14;0;1114.99;0;0;0;1096.7;0;0;0;1018.41;0;0;0;994.7;0;0;5110.6;1156.03
08.05.2001;7458.5;7432.97;7474.03;7428.72;0;1120.83;0;0;0;1102.5;0;0;0;1026.53;0;0;0;1002.6;0;0;5147.83;1157.61
07.05.2001;7463.85;7463.85;7485.49;7418.29;0;1120.17;0;0;0;1101.8;0;0;0;1030.6;0;0;0;1006.6;0;0;5160;1156.4
04.05.2001;7297.71;7365.58;7372.47;7285.69;0;1117.35;0;0;0;1099;0;0;0;1017.47;0;0;0;993.7;0;0;5093.64;1152.25
03.05.2001;7371.22;7300.03;7379.47;7273.94;0;1120.46;0;0;0;1102.1;0;0;0;1008.89;0;0;0;985.4;0;0;5056.15;1154.95
02.05.2001;7371.78;7369.93;7382.95;7309.35;0;1123.55;0;0;0;1105.1;0;0;0;1018.27;0;0;0;994.5;0;0;5098.16;1157.36
30.04.2001;7265.29;7327.17;7338.34;7255.59;0;1105.44;0;0;0;1088.5;0;0;0;1011.94;0;0;0;988.4;0;0;5064.11;1147.35
27.04.2001;7171.37;7248.72;7249.68;7128.53;0;1083.75;0;0;0;1067.1;0;0;0;1000.75;0;0;0;977.4;0;0;5009.7;1139.16
26.04.2001;7245.23;7201.95;7252.74;7175.03;0;1080.57;0;0;0;1064;0;0;0;994.43;0;0;0;971.3;0;0;4981.73;1136.66
25.04.2001;7217.25;7209.54;7250.45;7184.66;0;1074.18;0;0;0;1059.3;0;0;0;995.13;0;0;0;972.1;0;0;4983.58;1130.39
24.04.2001;7190.15;7269.58;7274.74;7184.77;0;1078.15;0;0;0;1063.3;0;0;0;1003.23;0;0;0;980;0;0;5022.58;1138.69
23.04.2001;7194.14;7170.72;7223.95;7155.75;0;1082.02;0;0;0;1067.1;0;0;0;990.27;0;0;0;967.3;0;0;4966.92;1141.79
20.04.2001;7315.65;7239.28;7322.07;7238.82;0;1088.33;0;0;0;1073.3;0;0;0;999.59;0;0;0;976.4;0;0;5011.22;1143.87
19.04.2001;7348.84;7286.05;7358.43;7249.1;0;1141.25;0;0;0;1125.5;0;0;0;1007.8;0;0;0;984.5;0;0;5046.85;1162.07
18.04.2001;7328.66;7338.49;7353.15;7301.67;0;1129.48;0;0;0;1113.9;0;0;0;1014.25;0;0;0;990.8;0;0;5071.74;1153.01
17.04.2001;7235.27;7247.01;7260.15;7134.42;0;1108.15;0;0;0;1092.8;0;0;0;1001.34;0;0;0;978.2;0;0;5007.6;1139.12
12.04.2001;7218.11;7246.97;7268.08;7196.82;0;1117.52;0;0;0;1102.1;0;0;0;1001.68;0;0;0;978.5;0;0;5007.11;1140.22
11.04.2001;7162.97;7235.91;7279.77;7162.97;0;1105.68;0;0;0;1091.2;0;0;0;999.78;0;0;0;976.7;0;0;5002.75;1141.16
10.04.2001;7058.02;7173.45;7198.39;7013.55;0;1089.43;0;0;0;1075.2;0;0;0;988.69;0;0;0;968;0;0;4950.8;1132.61
09.04.2001;6952.45;7070.6;7081.82;6952.13;0;1081.59;0;0;0;1067.4;0;0;0;974.8;0;0;0;954.4;0;0;4885.97;1123.93
06.04.2001;7070.04;6954.88;7073.08;6941.15;0;1089.57;0;0;0;1075.3;0;0;0;959.78;0;0;0;939.7;0;0;4817.94;1126.77
05.04.2001;6882.75;6987.52;7002.94;6868.35;0;1087.63;0;0;0;1073.4;0;0;0;963.21;0;0;0;943.8;0;0;4829.64;1118.92
04.04.2001;6752.96;6825.37;6873.62;6679.59;0;1083.02;0;0;0;1068.9;0;0;0;941.61;0;0;0;922.7;0;0;4727.87;1108.04
03.04.2001;6977.25;6870.78;6977.25;6865.27;0;1103.69;0;0;0;1089.3;0;0;0;948.26;0;0;0;929.3;0;0;4761.82;1122.14
02.04.2001;7168.8;7035.29;7194.87;7002.29;0;1121.17;0;0;0;1106.5;0;0;0;970.64;0;0;0;951.2;0;0;4867.53;1137.45
30.03.2001;7035.35;7167.84;7167.84;7020.61;0;1123.61;0;0;0;1108.9;0;0;0;988.25;0;0;0;968.5;0;0;4952.28;1144.97
29.03.2001;6908.43;7044.94;7045.54;6864.99;0;1102.95;0;0;0;1088.5;0;0;0;971.25;0;0;0;951.8;0;0;4869.65;1133.01
28.03.2001;7058.31;6966.91;7062.82;6922.74;0;1113.57;0;0;0;1099;0;0;0;961.33;0;0;0;942.1;0;0;4829.04;1140.48
27.03.2001;6922.18;7011.2;7050.41;6899.93;0;1096.45;0;0;0;1082.1;0;0;0;966.42;0;0;0;947.2;0;0;4850.35;1133.16
26.03.2001;6837.04;6987.74;7008.52;6832.84;0;1090.39;0;0;0;1076.1;0;0;0;960.61;0;0;0;944;0;0;4829.85;1127.56
23.03.2001;6644.71;6736.15;6766.86;6644.71;0;1070.1;0;0;0;1056.1;0;0;0;925.8;0;0;0;910.7;0;0;4666.13;1114.08
22.03.2001;6839.23;6574.03;6856.63;6500.97;0;1032.39;0;0;0;1019.7;0;0;0;903.08;0;0;0;888.3;0;0;4565.45;1092.95
21.03.2001;7019.2;6965.25;7019.2;6877.04;0;1068.45;0;0;0;1055.3;0;0;0;955.9;0;0;0;940.3;0;0;4815.02;1125.54
20.03.2001;7072.39;7067.63;7101.35;7037.12;0;1107.19;0;0;0;1093.6;0;0;0;970.79;0;0;0;954.9;0;0;4889.7;1145.57
19.03.2001;7128.86;7034.62;7163.07;7032.59;0;1090.15;0;0;0;1078.2;0;0;0;965.82;0;0;0;950.1;0;0;4867.8;1140.08
16.03.2001;7285.51;7112.58;7296.37;7112.36;0;1100.09;0;0;0;1088;0;0;0;976.45;0;0;0;960.6;0;0;4917.09;1141.8
15.03.2001;7242.69;7279.97;7279.97;7080.18;0;1119.6;0;0;0;1107.3;0;0;0;999.2;0;0;0;982.9;0;0;5024.82;1152.33
14.03.2001;7394.42;7225.7;7415.67;6980.8;0;1137.32;0;0;0;1124.9;0;0;0;992.7;0;0;0;976.6;0;0;4998.09;1164.43
13.03.2001;7306.92;7380.64;7399.92;7298.57;0;1164.68;0;0;0;1151.9;0;0;0;1014.09;0;0;0;997.6;0;0;5101.77;1186.42
12.03.2001;7532.61;7399.81;7532.61;7398.43;0;1171.66;0;0;0;1158.8;0;0;0;1016.87;0;0;0;1000.3;0;0;5116.27;1188.09
09.03.2001;7562.36;7535.38;7583.71;7511.88;0;1195.38;0;0;0;1182.3;0;0;0;1035.58;0;0;0;1018.7;0;0;5205.61;1204.84
08.03.2001;7590.48;7569.77;7610.63;7545.48;0;1204.78;0;0;0;1191.6;0;0;0;1040.45;0;0;0;1023.5;0;0;5230.57;1213.29
07.03.2001;7586.99;7605.22;7623.02;7566.17;0;1212.78;0;0;0;1199.5;0;0;0;1045.41;0;0;0;1028.4;0;0;5254.34;1214.24
06.03.2001;7605.42;7619.39;7646.11;7598.77;0;1201.5;0;0;0;1188.3;0;0;0;1046.86;0;0;0;1029.8;0;0;5254.32;1203.69
05.03.2001;7560.49;7581.58;7583.74;7549.35;0;1179.54;0;0;0;1166.6;0;0;0;1041.09;0;0;0;1024.2;0;0;5227.55;1196.16
02.03.2001;7570.59;7533.46;7594.5;7506.78;0;1182.62;0;0;0;1169.7;0;0;0;1034.86;0;0;0;1018;0;0;5200.62;1193.16
01.03.2001;7672.82;7560.19;7675.35;7558.56;0;1189.42;0;0;0;1176.4;0;0;0;1038.63;0;0;0;1021.7;0;0;5219.54;1196.01
28.02.2001;7646.88;7701.79;7725.04;7639.77;0;1224.59;0;0;0;1211.2;0;0;0;1058.55;0;0;0;1041.3;0;0;5320.82;1228.81
27.02.2001;7681.88;7678.15;7728.87;7665.6;0;1230.67;0;0;0;1217.2;0;0;0;1055.66;0;0;0;1038.5;0;0;5316.48;1232.68
26.02.2001;7648.95;7660.21;7668.37;7622.66;0;1234.73;0;0;0;1221.2;0;0;0;1053.45;0;0;0;1036.3;0;0;5307.33;1235.93
23.02.2001;7679.03;7607.21;7696.12;7596.76;0;1224.35;0;0;0;1210.9;0;0;0;1046.09;0;0;0;1029.1;0;0;5269.82;1227.31
22.02.2001;7616.08;7652.74;7688.97;7591.99;0;1239.46;0;0;0;1225.9;0;0;0;1052.64;0;0;0;1035.5;0;0;5306.62;1235.85
21.02.2001;7670.05;7637.06;7687.45;7602.68;0;1256.17;0;0;0;1242.4;0;0;0;1051.18;0;0;0;1034.1;0;0;5303.6;1246.02
20.02.2001;7770.94;7705.62;7795.75;7705.62;0;1262.26;0;0;0;1248.4;0;0;0;1060.43;0;0;0;1043.2;0;0;5348.08;1254.52
