Date,Open,High,Low,Close,Adj Close,Volume
1986-12-11,10.000000,10.000000,10.000000,10.000000,1.756579,0
1986-12-12,10.000000,10.000000,10.000000,10.000000,1.756579,0
1986-12-15,9.970000,9.970000,9.970000,9.970000,1.751310,0
1986-12-16,10.000000,10.000000,10.000000,10.000000,1.756579,0
1986-12-17,10.000000,10.000000,10.000000,10.000000,1.756579,0
1986-12-18,10.000000,10.000000,10.000000,10.000000,1.756579,0
1986-12-19,10.000000,10.000000,10.000000,10.000000,1.756579,0
1986-12-22,9.990000,9.990000,9.990000,9.990000,1.754824,0
1986-12-23,10.020000,10.020000,10.020000,10.020000,1.760092,0
1986-12-24,10.020000,10.020000,10.020000,10.020000,1.760092,0
1986-12-26,10.020000,10.020000,10.020000,10.020000,1.760092,0
1986-12-29,9.970000,9.970000,9.970000,9.970000,1.751310,0
1986-12-30,9.940000,9.940000,9.940000,9.940000,1.746040,0
1986-12-31,9.940000,9.940000,9.940000,9.940000,1.746040,0
1987-01-02,9.970000,9.970000,9.970000,9.970000,1.751310,0
1987-01-05,10.000000,10.000000,10.000000,10.000000,1.756579,0
1987-01-06,10.000000,10.000000,10.000000,10.000000,1.756579,0
1987-01-07,10.000000,10.000000,10.000000,10.000000,1.756579,0
1987-01-08,10.020000,10.020000,10.020000,10.020000,1.760092,0
1987-01-09,10.020000,10.020000,10.020000,10.020000,1.760092,0
1987-01-12,10.040000,10.040000,10.040000,10.040000,1.763607,0
1987-01-13,10.020000,10.020000,10.020000,10.020000,1.760092,0
1987-01-14,10.010000,10.010000,10.010000,10.010000,1.758336,0
1987-01-15,10.020000,10.020000,10.020000,10.020000,1.772309,0
1987-01-16,10.030000,10.030000,10.030000,10.030000,1.774078,0
1987-01-19,10.030000,10.030000,10.030000,10.030000,1.774078,0
1987-01-20,10.050000,10.050000,10.050000,10.050000,1.777615,0
1987-01-21,10.050000,10.050000,10.050000,10.050000,1.777615,0
1987-01-22,10.040000,10.040000,10.040000,10.040000,1.775847,0
1987-01-23,10.030000,10.030000,10.030000,10.030000,1.774078,0
1987-01-26,10.000000,10.000000,10.000000,10.000000,1.768772,0
1987-01-27,10.000000,10.000000,10.000000,10.000000,1.768772,0
1987-01-28,10.000000,10.000000,10.000000,10.000000,1.768772,0
1987-01-29,10.010000,10.010000,10.010000,10.010000,1.770541,0
1987-01-30,10.000000,10.000000,10.000000,10.000000,1.768772,0
1987-02-02,9.980000,9.980000,9.980000,9.980000,1.765234,0
1987-02-03,9.980000,9.980000,9.980000,9.980000,1.765234,0
1987-02-04,9.970000,9.970000,9.970000,9.970000,1.763466,0
1987-02-05,10.000000,10.000000,10.000000,10.000000,1.768772,0
1987-02-06,10.000000,10.000000,10.000000,10.000000,1.768772,0
1987-02-09,9.990000,9.990000,9.990000,9.990000,1.767002,0
1987-02-10,9.940000,9.940000,9.940000,9.940000,1.758159,0
1987-02-11,9.930000,9.930000,9.930000,9.930000,1.756390,0
1987-02-12,9.940000,9.940000,9.940000,9.940000,1.758159,0
1987-02-13,9.960000,9.960000,9.960000,9.960000,1.773114,0
1987-02-17,9.950000,9.950000,9.950000,9.950000,1.771334,0
1987-02-18,9.960000,9.960000,9.960000,9.960000,1.773114,0
1987-02-19,9.980000,9.980000,9.980000,9.980000,1.776673,0
1987-02-20,9.980000,9.980000,9.980000,9.980000,1.776673,0
1987-02-23,9.970000,9.970000,9.970000,9.970000,1.774893,0
1987-02-24,9.990000,9.990000,9.990000,9.990000,1.778454,0
1987-02-25,9.990000,9.990000,9.990000,9.990000,1.778454,0
1987-02-26,9.990000,9.990000,9.990000,9.990000,1.778454,0
1987-02-27,9.990000,9.990000,9.990000,9.990000,1.778454,0
1987-03-02,9.990000,9.990000,9.990000,9.990000,1.778454,0
1987-03-03,9.990000,9.990000,9.990000,9.990000,1.778454,0
1987-03-04,9.990000,9.990000,9.990000,9.990000,1.778454,0
1987-03-05,10.000000,10.000000,10.000000,10.000000,1.780234,0
1987-03-06,9.980000,9.980000,9.980000,9.980000,1.776673,0
1987-03-09,9.970000,9.970000,9.970000,9.970000,1.774893,0
1987-03-10,9.970000,9.970000,9.970000,9.970000,1.774893,0
1987-03-11,9.960000,9.960000,9.960000,9.960000,1.773114,0
1987-03-12,9.970000,9.970000,9.970000,9.970000,1.774893,0
1987-03-13,9.980000,9.980000,9.980000,9.980000,1.788514,0
1987-03-16,9.970000,9.970000,9.970000,9.970000,1.786721,0
1987-03-17,9.970000,9.970000,9.970000,9.970000,1.786721,0
1987-03-18,9.990000,9.990000,9.990000,9.990000,1.790305,0
1987-03-19,9.980000,9.980000,9.980000,9.980000,1.788514,0
1987-03-20,9.980000,9.980000,9.980000,9.980000,1.788514,0
1987-03-23,9.970000,9.970000,9.970000,9.970000,1.786721,0
1987-03-24,9.960000,9.960000,9.960000,9.960000,1.784929,0
1987-03-25,9.970000,9.970000,9.970000,9.970000,1.786721,0
1987-03-26,9.970000,9.970000,9.970000,9.970000,1.786721,0
1987-03-27,9.960000,9.960000,9.960000,9.960000,1.784929,0
1987-03-30,9.870000,9.870000,9.870000,9.870000,1.768799,0
1987-03-31,9.860000,9.860000,9.860000,9.860000,1.767009,0
1987-04-01,9.840000,9.840000,9.840000,9.840000,1.763424,0
1987-04-02,9.840000,9.840000,9.840000,9.840000,1.763424,0
1987-04-03,9.840000,9.840000,9.840000,9.840000,1.763424,0
1987-04-06,9.850000,9.850000,9.850000,9.850000,1.765217,0
1987-04-07,9.840000,9.840000,9.840000,9.840000,1.763424,0
1987-04-08,9.830000,9.830000,9.830000,9.830000,1.761634,0
1987-04-09,9.750000,9.750000,9.750000,9.750000,1.747295,0
1987-04-10,9.650000,9.650000,9.650000,9.650000,1.729374,0
1987-04-13,9.630000,9.630000,9.630000,9.630000,1.725789,0
1987-04-14,9.550000,9.550000,9.550000,9.550000,1.711454,0
1987-04-15,9.580000,9.580000,9.580000,9.580000,1.730603,0
1987-04-16,9.650000,9.650000,9.650000,9.650000,1.743247,0
1987-04-20,9.580000,9.580000,9.580000,9.580000,1.730603,0
1987-04-21,9.500000,9.500000,9.500000,9.500000,1.716149,0
1987-04-22,9.520000,9.520000,9.520000,9.520000,1.719763,0
1987-04-23,9.490000,9.490000,9.490000,9.490000,1.714344,0
1987-04-24,9.420000,9.420000,9.420000,9.420000,1.701699,0
1987-04-27,9.420000,9.420000,9.420000,9.420000,1.701699,0
1987-04-28,9.440000,9.440000,9.440000,9.440000,1.705312,0
1987-04-29,9.450000,9.450000,9.450000,9.450000,1.707118,0
1987-04-30,9.470000,9.470000,9.470000,9.470000,1.710732,0
1987-05-01,9.440000,9.440000,9.440000,9.440000,1.705312,0
1987-05-04,9.390000,9.390000,9.390000,9.390000,1.696280,0
1987-05-05,9.390000,9.390000,9.390000,9.390000,1.696280,0
1987-05-06,9.380000,9.380000,9.380000,9.380000,1.694474,0
1987-05-07,9.390000,9.390000,9.390000,9.390000,1.696280,0
1987-05-08,9.420000,9.420000,9.420000,9.420000,1.701699,0
1987-05-11,9.410000,9.410000,9.410000,9.410000,1.699893,0
1987-05-12,9.380000,9.380000,9.380000,9.380000,1.694474,0
1987-05-13,9.370000,9.370000,9.370000,9.370000,1.692665,0
1987-05-14,9.380000,9.380000,9.380000,9.380000,1.694474,0
1987-05-15,9.310000,9.310000,9.310000,9.310000,1.694835,0
1987-05-18,9.280000,9.280000,9.280000,9.280000,1.689376,0
1987-05-19,9.270000,9.270000,9.270000,9.270000,1.687555,0
1987-05-20,9.220000,9.220000,9.220000,9.220000,1.678452,0
1987-05-21,9.220000,9.220000,9.220000,9.220000,1.678452,0
1987-05-22,9.230000,9.230000,9.230000,9.230000,1.680274,0
1987-05-26,9.330000,9.330000,9.330000,9.330000,1.698477,0
1987-05-27,9.340000,9.340000,9.340000,9.340000,1.700298,0
1987-05-28,9.310000,9.310000,9.310000,9.310000,1.694835,0
1987-05-29,9.360000,9.360000,9.360000,9.360000,1.703939,0
1987-06-01,9.390000,9.390000,9.390000,9.390000,1.709400,0
1987-06-02,9.300000,9.300000,9.300000,9.300000,1.693018,0
1987-06-03,9.310000,9.310000,9.310000,9.310000,1.694835,0
1987-06-04,9.330000,9.330000,9.330000,9.330000,1.698477,0
1987-06-05,9.360000,9.360000,9.360000,9.360000,1.703939,0
1987-06-08,9.360000,9.360000,9.360000,9.360000,1.703939,0
1987-06-09,9.350000,9.350000,9.350000,9.350000,1.702118,0
1987-06-10,9.370000,9.370000,9.370000,9.370000,1.705760,0
1987-06-11,9.360000,9.360000,9.360000,9.360000,1.703939,0
1987-06-12,9.440000,9.440000,9.440000,9.440000,1.718503,0
1987-06-15,9.450000,9.450000,9.450000,9.450000,1.733729,0
1987-06-16,9.460000,9.460000,9.460000,9.460000,1.735566,0
1987-06-17,9.480000,9.480000,9.480000,9.480000,1.739234,0
1987-06-18,9.470000,9.470000,9.470000,9.470000,1.737400,0
1987-06-19,9.460000,9.460000,9.460000,9.460000,1.735566,0
1987-06-22,9.490000,9.490000,9.490000,9.490000,1.741068,0
1987-06-23,9.490000,9.490000,9.490000,9.490000,1.741068,0
1987-06-24,9.460000,9.460000,9.460000,9.460000,1.735566,0
1987-06-25,9.470000,9.470000,9.470000,9.470000,1.737400,0
1987-06-26,9.440000,9.440000,9.440000,9.440000,1.731896,0
1987-06-29,9.430000,9.430000,9.430000,9.430000,1.730061,0
1987-06-30,9.420000,9.420000,9.420000,9.420000,1.728227,0
1987-07-01,9.430000,9.430000,9.430000,9.430000,1.730061,0
1987-07-02,9.460000,9.460000,9.460000,9.460000,1.735566,0
1987-07-06,9.460000,9.460000,9.460000,9.460000,1.735566,0
1987-07-07,9.470000,9.470000,9.470000,9.470000,1.737400,0
1987-07-08,9.460000,9.460000,9.460000,9.460000,1.735566,0
1987-07-09,9.450000,9.450000,9.450000,9.450000,1.733729,0
1987-07-10,9.460000,9.460000,9.460000,9.460000,1.735566,0
1987-07-13,9.450000,9.450000,9.450000,9.450000,1.733729,0
1987-07-14,9.460000,9.460000,9.460000,9.460000,1.735566,0
1987-07-15,9.430000,9.430000,9.430000,9.430000,1.742959,0
1987-07-16,9.450000,9.450000,9.450000,9.450000,1.746656,0
1987-07-17,9.460000,9.460000,9.460000,9.460000,1.748503,0
1987-07-20,9.440000,9.440000,9.440000,9.440000,1.744807,0
1987-07-21,9.430000,9.430000,9.430000,9.430000,1.742959,0
1987-07-22,9.390000,9.390000,9.390000,9.390000,1.735565,0
1987-07-23,9.370000,9.370000,9.370000,9.370000,1.731867,0
1987-07-24,9.360000,9.360000,9.360000,9.360000,1.730021,0
1987-07-27,9.360000,9.360000,9.360000,9.360000,1.730021,0
1987-07-28,9.350000,9.350000,9.350000,9.350000,1.728170,0
1987-07-29,9.350000,9.350000,9.350000,9.350000,1.728170,0
1987-07-30,9.340000,9.340000,9.340000,9.340000,1.726324,0
1987-07-31,9.340000,9.340000,9.340000,9.340000,1.726324,0
1987-08-03,9.280000,9.280000,9.280000,9.280000,1.715232,0
1987-08-04,9.280000,9.280000,9.280000,9.280000,1.715232,0
1987-08-05,9.320000,9.320000,9.320000,9.320000,1.722626,0
1987-08-06,9.310000,9.310000,9.310000,9.310000,1.720778,0
1987-08-07,9.310000,9.310000,9.310000,9.310000,1.720778,0
1987-08-10,9.320000,9.320000,9.320000,9.320000,1.722626,0
1987-08-11,9.310000,9.310000,9.310000,9.310000,1.720778,0
1987-08-12,9.310000,9.310000,9.310000,9.310000,1.720778,0
1987-08-13,9.320000,9.320000,9.320000,9.320000,1.722626,0
1987-08-14,9.350000,9.350000,9.350000,9.350000,1.741060,0
1987-08-17,9.360000,9.360000,9.360000,9.360000,1.742924,0
1987-08-18,9.320000,9.320000,9.320000,9.320000,1.735475,0
1987-08-19,9.300000,9.300000,9.300000,9.300000,1.731750,0
1987-08-20,9.320000,9.320000,9.320000,9.320000,1.735475,0
1987-08-21,9.320000,9.320000,9.320000,9.320000,1.735475,0
1987-08-24,9.310000,9.310000,9.310000,9.310000,1.733612,0
1987-08-25,9.320000,9.320000,9.320000,9.320000,1.735475,0
1987-08-26,9.300000,9.300000,9.300000,9.300000,1.731750,0
1987-08-27,9.260000,9.260000,9.260000,9.260000,1.724303,0
1987-08-28,9.210000,9.210000,9.210000,9.210000,1.714991,0
1987-08-31,9.200000,9.200000,9.200000,9.200000,1.713130,0
1987-09-01,9.200000,9.200000,9.200000,9.200000,1.713130,0
1987-09-02,9.100000,9.100000,9.100000,9.100000,1.694507,0
1987-09-03,9.100000,9.100000,9.100000,9.100000,1.694507,0
1987-09-04,9.100000,9.100000,9.100000,9.100000,1.694507,0
1987-09-08,9.010000,9.010000,9.010000,9.010000,1.677750,0
1987-09-09,9.010000,9.010000,9.010000,9.010000,1.677750,0
1987-09-10,9.030000,9.030000,9.030000,9.030000,1.681474,0
1987-09-11,9.060000,9.060000,9.060000,9.060000,1.687060,0
1987-09-14,9.060000,9.060000,9.060000,9.060000,1.687060,0
1987-09-15,9.020000,9.020000,9.020000,9.020000,1.693441,0
1987-09-16,8.990000,8.990000,8.990000,8.990000,1.687811,0
1987-09-17,9.000000,9.000000,9.000000,9.000000,1.689687,0
1987-09-18,9.020000,9.020000,9.020000,9.020000,1.693441,0
1987-09-21,9.030000,9.030000,9.030000,9.030000,1.695321,0
1987-09-22,9.020000,9.020000,9.020000,9.020000,1.693441,0
1987-09-23,9.030000,9.030000,9.030000,9.030000,1.695321,0
1987-09-24,9.020000,9.020000,9.020000,9.020000,1.693441,0
1987-09-25,8.980000,8.980000,8.980000,8.980000,1.685934,0
1987-09-28,8.990000,8.990000,8.990000,8.990000,1.687811,0
