Date,Open,High,Low,Close,Price,Change %
2012-11-01,0.9319,0.9519,0.9247,0.9281,0.9281,-0.35%
2012-12-01,0.9282,0.9384,0.9082,0.9156,0.9156,-1.35%
2013-01-01,0.9154,0.9392,0.9075,0.91,0.91,-0.61%
2013-02-01,0.9103,0.9377,0.9023,0.9365,0.9365,2.91%
2013-03-01,0.9369,0.9569,0.9351,0.9494,0.9494,1.38%
2013-04-01,0.9496,0.9527,0.9205,0.9293,0.9293,-2.12%
2013-05-01,0.9294,0.984,0.9246,0.9552,0.9552,2.79%
2013-06-01,0.9537,0.9625,0.9129,0.9447,0.9447,-1.10%
2013-07-01,0.9445,0.9753,0.9227,0.9263,0.9263,-1.95%
2013-08-01,0.9263,0.9396,0.9146,0.93,0.93,0.40%
2013-09-01,0.9303,0.9456,0.902,0.905,0.905,-2.69%
2013-10-01,0.905,0.9179,0.889,0.9067,0.9067,0.19%
2013-11-01,0.907,0.9251,0.9026,0.9062,0.9062,-0.06%
2013-12-01,0.9059,0.9112,0.8799,0.8931,0.8931,-1.45%
2014-01-01,0.893,0.916,0.8905,0.9064,0.9064,1.49%
2014-02-01,0.907,0.9085,0.878,0.88,0.88,-2.91%
2014-03-01,0.88,0.8901,0.8698,0.8847,0.8847,0.53%
2014-04-01,0.8847,0.8953,0.874,0.8804,0.8804,-0.49%
2014-05-01,0.8803,0.8992,0.8702,0.8951,0.8951,1.67%
2014-06-01,0.8943,0.9036,0.8861,0.8869,0.8869,-0.92%
2014-07-01,0.8868,0.9107,0.8855,0.9086,0.9086,2.45%
2014-08-01,0.9086,0.9186,0.9022,0.9183,0.9183,1.07%
2014-09-01,0.9184,0.9598,0.9173,0.9552,0.9552,4.02%
2014-10-01,0.9552,0.9692,0.936,0.963,0.963,0.82%
2014-11-01,0.9639,0.9742,0.9533,0.9657,0.9657,0.28%
2014-12-01,0.9658,0.9949,0.9554,0.9942,0.9942,2.95%
2015-01-01,0.9948,1.0245,0.7365,0.9211,0.9211,-7.35%
2015-02-01,0.9214,0.9549,0.9172,0.9533,0.9533,3.50%
2015-03-01,0.954,1.0129,0.9485,0.9726,0.9726,2.02%
2015-04-01,0.9724,0.9865,0.9309,0.9325,0.9325,-4.12%
2015-05-01,0.9327,0.9546,0.9066,0.9403,0.9403,0.84%
2015-06-01,0.94,0.9505,0.9147,0.9355,0.9355,-0.51%
2015-07-01,0.9359,0.9725,0.9334,0.966,0.966,3.26%
2015-08-01,0.9656,0.9906,0.9252,0.967,0.967,0.10%
2015-09-01,0.9674,0.9849,0.9528,0.9732,0.9732,0.64%
2015-10-01,0.973,0.9965,0.9478,0.988,0.988,1.52%
2015-11-01,0.9872,1.0331,0.9832,1.0287,1.0287,4.12%
2015-12-01,1.0292,1.0311,0.9787,1.0021,1.0021,-2.59%
2016-01-01,1.0014,1.0262,0.9882,1.0232,1.0232,2.11%
2016-02-01,1.0226,1.0254,0.9663,0.9985,0.9985,-2.41%
2016-03-01,0.9989,1.01,0.9575,0.9617,0.9617,-3.69%
2016-04-01,0.9616,0.9798,0.9497,0.9597,0.9597,-0.21%
2016-05-01,0.9579,0.9957,0.9442,0.9936,0.9936,3.53%
2016-06-01,0.9936,0.9953,0.9519,0.9761,0.9761,-1.76%
2016-07-01,0.9762,0.9956,0.9636,0.9693,0.9693,-0.70%
2016-08-01,0.9695,0.9864,0.9534,0.9838,0.9838,1.50%
2016-09-01,0.9839,0.9886,0.9637,0.9716,0.9716,-1.24%
2016-10-01,0.9719,1,0.9693,0.9891,0.9891,1.80%
2016-11-01,0.9883,1.0205,0.9543,1.0172,1.0172,2.84%
2016-12-01,1.0173,1.035,1.0024,1.0184,1.0184,0.12%
2017-01-01,1.0197,1.0336,0.9859,0.9893,0.9893,-2.86%
2017-02-01,0.9888,1.0142,0.9868,1.0058,1.0058,1.67%
2017-03-01,1.0058,1.0172,0.9814,1.0031,1.0031,-0.27%
2017-04-01,1.0023,1.0109,0.9858,0.9952,0.9952,-0.79%
2017-05-01,0.994,1.0101,0.967,0.9678,0.9678,-2.75%
2017-06-01,0.9677,0.9772,0.9552,0.9583,0.9583,-0.98%
2017-07-01,0.9585,0.9728,0.9438,0.9666,0.9666,0.87%
2017-08-01,0.9669,0.9774,0.943,0.9587,0.9587,-0.82%
2017-09-01,0.9586,0.9771,0.9421,0.9682,0.9682,0.99%
2017-10-01,0.9682,1.0039,0.968,0.9977,0.9977,3.05%
2017-11-01,0.9976,1.0039,0.9778,0.9836,0.9836,-1.41%
2017-12-01,0.9835,0.9978,0.9732,0.9744,0.9744,-0.94%
2018-01-01,0.9745,0.9847,0.9289,0.9314,0.9314,-4.41%
2018-02-01,0.9314,0.9471,0.9188,0.9446,0.9446,1.42%
2018-03-01,0.9451,0.959,0.9344,0.9541,0.9541,1.01%
2018-04-01,0.9536,0.9922,0.9527,0.9908,0.9908,3.85%
2018-05-01,0.9908,1.0058,0.9824,0.9858,0.9858,-0.50%
2018-06-01,0.985,0.9988,0.9788,0.9968,0.9968,1.12%
